NCBItaxID	Taxonomy	Species	RefSeqCounts
ncbi_2496724		Mesorhizobium sp. M7A.F.Ca.CA.001.12.1.1	1
ncbi_2496728		Mesorhizobium sp. M7A.F.Ca.CA.001.13.1.1	1
ncbi_2496706		Mesorhizobium sp. M7A.F.Ca.CA.001.14.1.1	1
ncbi_2496683		Mesorhizobium sp. M7A.F.Ca.CA.001.16.1.1	1
ncbi_2496679		Mesorhizobium sp. M7A.F.Ca.CA.002.03.1.1	1
ncbi_2496680		Mesorhizobium sp. M7A.F.Ca.CA.002.03.2.1	1
ncbi_2496681		Mesorhizobium sp. M7A.F.Ca.CA.002.04.1.1	1
ncbi_2496704		Mesorhizobium sp. M7A.F.Ca.CA.002.05.1.1	1
ncbi_2496705		Mesorhizobium sp. M7A.F.Ca.CA.002.06.1.1	1
ncbi_2496723		Mesorhizobium sp. M7A.F.Ca.CA.002.07.1.1	1
ncbi_2496734		Mesorhizobium sp. M7A.F.Ca.CA.002.11.2.1	1
ncbi_2496735		Mesorhizobium sp. M7A.F.Ca.CA.002.12.1.1	1
ncbi_2496740		Mesorhizobium sp. M7A.F.Ca.CA.002.14.1.2	1
ncbi_2496717		Mesorhizobium sp. M7A.F.Ca.CA.002.15.1.1	1
ncbi_2496678		Mesorhizobium sp. M7A.F.Ca.CA.002.15.2.1	1
ncbi_2496722		Mesorhizobium sp. M7A.F.Ca.CA.003.01.2.1	1
ncbi_2496733		Mesorhizobium sp. M7A.F.Ca.CA.004.04.1.1	1
ncbi_2496677		Mesorhizobium sp. M7A.F.Ca.CA.004.04.2.1	1
ncbi_2496716		Mesorhizobium sp. M7A.F.Ca.CA.004.05.2.1	1
ncbi_2496686		Mesorhizobium sp. M7A.F.Ca.CA.004.06.1.1	1
ncbi_2496687		Mesorhizobium sp. M7A.F.Ca.CA.004.06.2.1	1
ncbi_2496731		Mesorhizobium sp. M7A.F.Ca.CA.004.08.2.1	1
ncbi_2496695		Mesorhizobium sp. M7A.F.Ca.CA.004.09.1.2	1
ncbi_2496697		Mesorhizobium sp. M7A.F.Ca.CA.004.10.1.1	1
ncbi_2496698		Mesorhizobium sp. M7A.F.Ca.CA.004.11.1.1	1
ncbi_2496699		Mesorhizobium sp. M7A.F.Ca.CA.004.11.2.1	1
ncbi_2496732		Mesorhizobium sp. M7A.F.Ca.CA.004.12.1.1	1
ncbi_2496703		Mesorhizobium sp. M7A.F.Ca.US.001.02.1.1	1
ncbi_2496726		Mesorhizobium sp. M7A.F.Ca.US.001.04.1.1	1
ncbi_2496727		Mesorhizobium sp. M7A.F.Ca.US.001.04.2.1	1
ncbi_2496710		Mesorhizobium sp. M7A.F.Ca.US.003.02.1.1	1
ncbi_2496736		Mesorhizobium sp. M7A.F.Ca.US.005.03.1.1	1
ncbi_2496737		Mesorhizobium sp. M7A.F.Ca.US.005.03.2.1	1
ncbi_2496696		Mesorhizobium sp. M7A.F.Ca.US.006.04.2.1	1
ncbi_2496712		Mesorhizobium sp. M7A.F.Ca.US.007.01.1.1	1
ncbi_2496711		Mesorhizobium sp. M7A.F.Ca.US.007.01.2.1	1
ncbi_2496791		Mesorhizobium sp. M7A.T.Ca.TU.009.02.1.1	1
ncbi_2496738		Mesorhizobium sp. M7D.F.Ca.US.004.01.2.1	1
ncbi_1320555		Mesorhizobium sp. NBIMC_P2-C1	1
ncbi_1320557		Mesorhizobium sp. NBIMC_P2-C2	1
ncbi_1380604		Mesorhizobium sp. NBIMC_P2-C4	1
ncbi_1736469		Mesorhizobium sp. Root1471	1
ncbi_1736557		Mesorhizobium sp. Root554	1
ncbi_2029408		Mesorhizobium sp. WSM4304	1
ncbi_1421001		Mesotoga sp. Brook.08.YT.4.2.5.1	1
ncbi_1405291		Mesotoga sp. Brook.08.YT.4.2.5.2.	1
ncbi_1343998		Mesotoga sp. Brook.08.YT.4.2.5.4.	1
ncbi_386456		Methanobacterium arcticum	1
ncbi_2161		Methanobacterium bryantii	1
ncbi_1860100		Methanobacterium sp. A39	1
ncbi_1911685		Methanobacterium sp. MZ-A1	1
ncbi_408577		Methanobacterium veterum	1
ncbi_1860156		Methanobrevibacter sp. A54	1
ncbi_1483597		Methanosarcina sp. 2.H.T.1A.3	1
ncbi_1483599		Methanosarcina sp. 2.H.T.1A.6	1
ncbi_1483598		Methanosarcina sp. 2.H.T.1A.8	1
ncbi_1860098		Methanosarcina sp. A14	1
ncbi_1860157		Methanosphaera sp. A6	1
ncbi_1768789		Methylobacterium sp. CCH7-A2	1
ncbi_2135678		Methylobacterium sp. GV094	1
ncbi_2135679		Methylobacterium sp. GV104	1
ncbi_1736261		Methylobacterium sp. Leaf119	1
ncbi_1449057		Methylobacterium sp. UNCCL110	1
ncbi_107633		Methylocystis sp. LW5	1
ncbi_39775		Methylomicrobium album BG8	1
ncbi_1538553		Methylomonas denitrificans	1
ncbi_1623450		Methylophilales bacterium MBRS-H7	1
ncbi_1623448		Methylophilales bacterium MBRSF5	1
ncbi_1623449		Methylophilales bacterium MBRSG12	1
ncbi_1112273		Methylophilus sp. 1	1
ncbi_1115834		Methylophilus sp. 42	1
ncbi_1736373		Methylophilus sp. Leaf416	1
ncbi_1736383		Methylophilus sp. Leaf459	1
ncbi_1849840		Methylosinus sp. 3S-1	1
ncbi_2485168		Methylosinus sp. sav-2	1
ncbi_1165096		Methylotenera sp. 73s	1
ncbi_79450		Mexican papita viroid	1
ncbi_1761802		Microbacterium sp. 77mftsu3.1	1
ncbi_2305450		Microbacterium sp. A20	1
ncbi_1761806		Microbacterium sp. cl12a	1
ncbi_1761807		Microbacterium sp. cl140	1
ncbi_1761808		Microbacterium sp. cl152	1
ncbi_1452537		Microbacterium sp. Cr-K1W	1
ncbi_1452536		Microbacterium sp. Cr-K20	1
ncbi_1452534		Microbacterium sp. Cr-K29	1
ncbi_1452535		Microbacterium sp. Cr-K32	1
ncbi_2024477		Microbacterium sp. JB110	1
ncbi_2305449		Microbacterium sp. K19	1
ncbi_2305448		Microbacterium sp. K21	1
ncbi_2305441		Microbacterium sp. K33	1
ncbi_1848683		Microbacterium sp. MYb24	1
ncbi_1848685		Microbacterium sp. MYb32	1
ncbi_1848687		Microbacterium sp. MYb40	1
ncbi_1848688		Microbacterium sp. MYb43	1
ncbi_1827295		Microbacterium sp. MYb50	1
ncbi_1848689		Microbacterium sp. MYb54	1
ncbi_1907411		Microbacterium sp. RU1D	1
ncbi_1761809		Microbacterium sp. ru370.1	1
ncbi_1340436		Microbacterium sp. UNC423CL45Tsu	1
ncbi_1449058		Microbacterium sp. UNCCL10	1
ncbi_2067568		Microbacterium sp. YJYP303	1
ncbi_2067814		Microbacterium sp. YZGP509	1
ncbi_2067812		Microbacterium sp. YZYP518	1
ncbi_1463823		Microbispora sp. NRRL B-24597	1
ncbi_1685377		Microbulbifer sp. ZGT114	1
ncbi_1770209		Micrococcus sp. CH3	1
ncbi_1770210		Micrococcus sp. CH7	1
ncbi_1655647		Microviridae Bog1249_12	1
ncbi_1655648		Microviridae Bog5275_51	1
ncbi_1655651		Microviridae Bog9017_22	1
ncbi_1655652		Microviridae Fen2266_11	1
ncbi_1655653		Microviridae Fen418_41	1
ncbi_1655654		Microviridae Fen4707_41	1
ncbi_1655657		Microviridae Fen685_11	1
ncbi_1655658		Microviridae Fen7786_21	1
ncbi_1655660		Microviridae Fen7895_21	1
ncbi_1655661		Microviridae Fen7918_21	1
ncbi_1655662		Microviridae Fen7940_21	1
ncbi_1544364		Microviridae IME-16	1
ncbi_913970		Microviridae phi-CA82	1
ncbi_2292235		Mitsuokella sp. AF21-1AC	1
ncbi_55779		Moorella glycerini	1
ncbi_1266720		Moorella stamsii	1
ncbi_1889775		Moraxellaceae bacterium	1
ncbi_529840		Mulberry small circular viroid-like RNA 1	1
ncbi_2489217		Muribaculaceae bacterium Isolate-007 (NCI)	1
ncbi_2486463		Muribaculaceae bacterium Isolate-043 (Harlan)	1
ncbi_2486467		Muribaculaceae bacterium Isolate-077 (Janvier)	1
ncbi_2486464		Muribaculaceae bacterium Isolate-083 (Janvier)	1
ncbi_2486465		Muribaculaceae bacterium Isolate-084 (Janvier)	1
ncbi_2486469		Muribaculaceae bacterium Isolate-100 (HZI)	1
ncbi_2486475		Muribaculaceae bacterium Isolate-114 (HZI)	1
ncbi_1965624		Muribaculum sp. An289	1
ncbi_2516961		Muribaculum sp. NM65_B17	1
ncbi_1553431		Mycoavidus cysteinexigens	1
ncbi_1844474		Mycobacterium mungi	1
ncbi_1305738		Mycobacterium orygis	1
ncbi_1305738		Mycobacterium orygis 112400015	1
ncbi_1761810		Mycobacterium sp. 283mftsu	1
ncbi_2041046		Mycobacterium sp. 3/86Rv	1
ncbi_1761811		Mycobacterium sp. 365mftsu	1
ncbi_1761812		Mycobacterium sp. 455mf	1
ncbi_1761813		Mycobacterium sp. 88mf	1
ncbi_1855657		Mycobacterium sp. D16Q13	1
ncbi_1855656		Mycobacterium sp. D16R24	1
ncbi_1855661		Mycobacterium sp. D17A2	1
ncbi_1834123		Mycobacterium sp. E1214	1
ncbi_1834124		Mycobacterium sp. E1319	1
ncbi_1834129		Mycobacterium sp. E183	1
ncbi_1834130		Mycobacterium sp. E188	1
ncbi_1772274		Mycobacterium sp. GA-0227b	1
ncbi_1772275		Mycobacterium sp. GA-1999	1
ncbi_1335322		Mycobacterium sp. MAC_080597_8934	1
ncbi_164756		Mycobacterium sp. MCS	1
ncbi_2135744		Mycobacterium sp. OK887	1
ncbi_2135745		Mycobacterium sp. OK889	1
ncbi_1638773		Mycobacterium sp. UM_11	1
ncbi_1449059		Mycobacterium sp. UNC410CL29Cvi84	1
ncbi_1449060		Mycobacterium sp. UNCCL9	1
ncbi_1273687		Mycobacterium sp. VKM Ac-1817D	1
ncbi_1871904		Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 47	1
ncbi_1871906		Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 49	1
ncbi_1871907		Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 50	1
ncbi_1871905		Mycobacterium tuberculosis complex sp. (ex Suricata suricatta) 48	1
ncbi_1720565		Mycobacteroides sp. H001	1
ncbi_1720566		Mycobacteroides sp. H002	1
ncbi_1720569		Mycobacteroides sp. H003	1
ncbi_1720567		Mycobacteroides sp. H054	1
ncbi_1720570		Mycobacteroides sp. H063	1
ncbi_1720571		Mycobacteroides sp. H070	1
ncbi_1720568		Mycobacteroides sp. H072	1
ncbi_1720572		Mycobacteroides sp. H079	1
ncbi_1720573		Mycobacteroides sp. H092	1
ncbi_1720575		Mycobacteroides sp. H110	1
ncbi_1720576		Mycobacteroides sp. HXVII	1
ncbi_1720577		Mycobacteroides sp. HXXIII	1
ncbi_1802		Mycolicibacterium farcinogenes	1
ncbi_2048001		Mycoplasma sp. ATU-Cv-508	1
ncbi_2320085		Negativibacillus sp. 1xD8-3	1
ncbi_1739384		Neisseria sp. HMSC067G11	1
ncbi_204507		Neodiprion abietis NPV	1
ncbi_2170030		Newbury agent 1	1
ncbi_1912092		Nioella sediminis	1
ncbi_200124		Nitrosomonas sp. Nm84	1
ncbi_200125		Nitrosomonas sp. Nm86	1
ncbi_1027373		Nitrosopumilus sp. AR	1
ncbi_1027374		Nitrosopumilus sp. SJ	1
ncbi_2135783		Nitrosospira sp. Nsp37	1
ncbi_200119		Nitrosospira sp. Nsp5	1
ncbi_2135782		Nitrosospira sp. Nsp6	1
ncbi_2135773		Nitrosovibrio sp. Nv12	1
ncbi_1945880		Nitrosovibrio sp. Nv4	1
ncbi_1855340		Nitrosovibrio sp. Nv6	1
ncbi_1824		Nocardia asteroides	2
ncbi_1824		Nocardia asteroides NBRC 15531	2
ncbi_300029		Nocardia elegans NBRC 108235	1
ncbi_1834095		Nocardia sp. 852002-51101_SCH5132738	1
ncbi_2501474		Nocardioides sp. HY057	1
ncbi_196162		Nocardioides sp. JS614	1
ncbi_1892811		Nocardioides sp. PD653-B2	1
ncbi_1736439		Nocardioides sp. Root1257	1
ncbi_1736495		Nocardioides sp. Root224	1
ncbi_1736500		Nocardioides sp. Root240	1
ncbi_1736571		Nocardioides sp. Root614	1
ncbi_1736586		Nocardioides sp. Root682	1
ncbi_1736600		Nocardioides sp. Root79	1
ncbi_2003120		Nocardioides sp. XL1	1
ncbi_2512143		Nocardiopsis sp. CNZ304	1
ncbi_2512142		Nocardiopsis sp. CNZ308	1
ncbi_1739271		Nosocomiicoccus sp. HMSC067E10	1
ncbi_103690		Nostoc sp. PCC 7120	2
ncbi_48935		Novosphingobium aromaticivorans DSM 12444	1
ncbi_2135687		Novosphingobium sp. GV002	1
ncbi_2135478		Novosphingobium sp. GV011	1
ncbi_2135479		Novosphingobium sp. GV022	1
ncbi_2135480		Novosphingobium sp. GV026	1
ncbi_2135689		Novosphingobium sp. GV027	1
ncbi_2135690		Novosphingobium sp. GV055	1
ncbi_2135481		Novosphingobium sp. GV057	1
ncbi_2135691		Novosphingobium sp. GV061	1
ncbi_2135692		Novosphingobium sp. GV064	1
ncbi_2135482		Novosphingobium sp. GV070	1
ncbi_2135483		Novosphingobium sp. GV076	1
ncbi_2135484		Novosphingobium sp. GV078	1
ncbi_2135693		Novosphingobium sp. GV079	1
ncbi_48937		Novosphingobium stygium	1
ncbi_2038109		Ochrobactrum sp. 23A/997/2015	1
ncbi_2038110		Ochrobactrum sp. 27A/999/2015	1
ncbi_2038111		Ochrobactrum sp. 30A/1000/2015	1
ncbi_2038104		Ochrobactrum sp. 689/2009	1
ncbi_2038105		Ochrobactrum sp. 695/2009	1
ncbi_2038106		Ochrobactrum sp. 715/2009	1
ncbi_2038107		Ochrobactrum sp. 720/2009	1
ncbi_2038108		Ochrobactrum sp. 721/2009	1
ncbi_1848699		Ochrobactrum sp. MYb14	1
ncbi_1848700		Ochrobactrum sp. MYb15	1
ncbi_1848701		Ochrobactrum sp. MYb18	1
ncbi_1848702		Ochrobactrum sp. MYb19	1
ncbi_2292236		Odoribacter sp. AF15-53	1
ncbi_2293111		Odoribacter sp. AF21-41	1
ncbi_2292048		Odoribacter sp. AM16-33	1
ncbi_169693		Okra yellow vein disease associated sequence	1
ncbi_1822239		Oleiphilus sp. HI0061	1
ncbi_1822242		Oleiphilus sp. HI0066	1
ncbi_1822243		Oleiphilus sp. HI0067	1
ncbi_1822255		Oleiphilus sp. HI0080	1
ncbi_1822260		Oleiphilus sp. HI0086	1
ncbi_1822261		Oleiphilus sp. HI0117	1
ncbi_1822265		Oleiphilus sp. HI0123	1
ncbi_1822267		Oleiphilus sp. HI0128	1
ncbi_2292237		Olsenella sp. AF15-43LB	1
ncbi_2292238		Olsenella sp. AF16-14LB	1
ncbi_2292051		Olsenella sp. AM05-7	1
ncbi_2292359		Olsenella sp. AM30-3LB	1
ncbi_278958		Opitutaceae bacterium TAV3	1
ncbi_2508882		Ornithinimicrobium sp. HY006	1
ncbi_2530340		Ornithinimicrobium sp. HY008	1
ncbi_1226323		Oscillibacter sp. KLE 1745	1
ncbi_1761875		Paenibacillus sp. cl123	1
ncbi_1761876		Paenibacillus sp. cl130	1
ncbi_1729691		Paenibacillus sp. FJAT-29882	1
ncbi_1622070		Paenibacillus sp. GM2	1
ncbi_908341		Paenibacillus sp. HGF5	1
ncbi_1078505		Paenibacillus sp. HGH0039	1
ncbi_2486751		Paenibacillus sp. LAM7113	1
ncbi_2069255		Paenibacillus sp. lzh-N1	1
ncbi_1395586		Paenibacillus sp. MAEPY1	1
ncbi_1395587		Paenibacillus sp. MAEPY2	1
ncbi_1848709		Paenibacillus sp. MYb63	1
ncbi_2033725		Paenibacillus sp. MYb67	1
ncbi_1907393		Paenibacillus sp. RU26A	1
ncbi_1907394		Paenibacillus sp. RU4T	1
ncbi_1907395		Paenibacillus sp. RU4X	1
ncbi_1938794		Paenibacillus sp. RU5A	1
ncbi_1907396		Paenibacillus sp. RU5M	1
ncbi_2023772		Paenibacillus sp. RUD330	1
ncbi_1502764		Paenibacillus sp. UNCCL117	1
ncbi_1449064		Paenibacillus sp. UNCCL52	1
ncbi_1078085		Paenisporosarcina sp. HGH0030	1
ncbi_1427365		Pandoraea sp. E26	1
ncbi_1975707		Pantoea sp. FDAARGOS_194	1
ncbi_1484157		Pantoea sp. PSNIH2	1
ncbi_1758190		Pantoea sp. PSNIH3	1
ncbi_1758191		Pantoea sp. PSNIH4	1
ncbi_1758192		Pantoea sp. PSNIH5	1
ncbi_1884370		Pantoea sp. YR512	1
ncbi_1884372		Pantoea sp. YR525	1
ncbi_2292242		Parabacteroides sp. AF18-52	1
ncbi_2292053		Parabacteroides sp. AM08-6	1
ncbi_1235803		Parabacteroides sp. ASF519	1
ncbi_2025876		Parabacteroides sp. CT06	1
ncbi_658661		Parabacteroides sp. D25	1
ncbi_2293124		Parabacteroides sp. OF04-13BH	1
ncbi_2558282		Parabacteroides sp. P14	1
ncbi_2292363		Parabacteroides sp. TM07-1AC	1
ncbi_2135695		Paraburkholderia sp. GV052	1
ncbi_2135696		Paraburkholderia sp. GV060	1
ncbi_2135697		Paraburkholderia sp. GV068	1
ncbi_2135698		Paraburkholderia sp. GV072	1
ncbi_2135699		Paraburkholderia sp. GV073	1
ncbi_2094151		Paramuribaculum intestinale	2
ncbi_1679001		Pasteurellaceae bacterium NI1060	1
ncbi_12894		Peach latent mosaic viroid	1
ncbi_12783		Pear blister canker viroid	1
ncbi_2488635		Pectobacterium sp. A69-S13-O15	1
ncbi_2488636		Pectobacterium sp. A75-S21-O15	1
ncbi_2488637		Pectobacterium sp. CFBP1552	1
ncbi_1761882		Pedobacter sp. ok626	1
ncbi_531813		Pelagibacterium halotolerans B2	1
ncbi_1881069		Pelagibacterium sp. H642	1
ncbi_1736529		Pelomonas sp. Root405	1
ncbi_1736580		Pelomonas sp. Root662	1
ncbi_574040		Pepper chat fruit viroid	1
ncbi_884610		Pepper leaf curl Lahore Virus-[Pakistan:Lahore1:2004]	1
ncbi_481311		Persimmon viroid	1
ncbi_1319979		Persimmon viroid 2	1
ncbi_1473155		Petrotoga sp. HKA.pet.4.5	1
ncbi_1307425		Petrotoga sp. HWH.PT.55.6.1	1
ncbi_1434330		Petrotoga sp. HWHPT.55.6.3	1
ncbi_1469556		Petrotoga sp. Shatin.DS.tank11.9.2.9.3	1
ncbi_1736445		Phenylobacterium sp. Root1290	1
ncbi_1736599		Phenylobacterium sp. Root77	1
ncbi_2029684		Photorhabdus sp. S10-54	1
ncbi_2029686		Photorhabdus sp. S12-55	1
ncbi_2029689		Photorhabdus sp. S14-60	1
ncbi_2029688		Photorhabdus sp. S15-56	1
ncbi_2029687		Photorhabdus sp. S5P8-50	1
ncbi_2029690		Photorhabdus sp. S7-51	1
ncbi_2029682		Photorhabdus sp. S8-52	1
ncbi_2029683		Photorhabdus sp. S9-53	1
ncbi_1884450		Picornavirales Bu-1	1
ncbi_1813613		Picornavirales Bu-3	1
ncbi_1795648		Picornavirales Tottori-HG1	1
ncbi_2169884		Picornaviridae sp. rodent/Ee/PicoV/NX2015	1
ncbi_2008676		Pigmentiphaga sp. NML030171	1
ncbi_53371		Pilimelia anulata	1
ncbi_54306		Planktothrix mougeotii NIVA-CYA 405	1
ncbi_54307		Planktothrix prolifica NIVA-CYA 406	1
ncbi_54307		Planktothrix prolifica NIVA-CYA 540	1
ncbi_54307		Planktothrix prolifica NIVA-CYA 98	1
ncbi_1931996		Planococcaceae bacterium	2
ncbi_2058317		Planococcus sp. MB-3u-09	1
ncbi_2058328		Planococcus sp. Urea-3u-39	1
ncbi_2058329		Planococcus sp. Urea-trap-24	1
ncbi_1735669		Plantibacter sp. Leaf1	1
ncbi_1736284		Plantibacter sp. Leaf171	1
ncbi_1885025		Pleomorphomonas sp. SM30	1
ncbi_138647		Poinsettia branch-inducing phytoplasma str. JR1	1
ncbi_1743167		Polynucleobacter sp. QLW-P1DATA-2	1
ncbi_1843772		Porcine faeces associated circular DNA molecule-1	1
ncbi_1768773		Porphyrobacter sp. CCH7-A1	1
ncbi_2496269		Porphyromonadaceae bacterium SYSU GA16107	1
ncbi_2496270		Porphyromonadaceae bacterium SYSU GA16112	1
ncbi_658663		Porphyromonas sp. 31_2	1
ncbi_1667384		Portulaca latent viroid	1
ncbi_1488557		PoSCV Kor J481	1
ncbi_12892		Potato spindle tuber viroid	1
ncbi_1676614		Prevotella sp. 109	1
ncbi_2293125		Prevotella sp. AM42-24	1
ncbi_2024221		Prevotella sp. P3-92	1
ncbi_2049047		Prevotellaceae bacterium	5
ncbi_1852368		Prevotellaceae bacterium Marseille-P2826	1
ncbi_99182		PreXMRV-1	1
ncbi_1961084		Prochlorococcus sp. HOT208_60m_808G21	1
ncbi_1961096		Prochlorococcus sp. HOT212_60m_824C06	1
ncbi_1961099		Prochlorococcus sp. HOT212_60m_826P21	1
ncbi_1499499		Prochlorococcus sp. MIT 0602	1
ncbi_1499500		Prochlorococcus sp. MIT 0603	1
ncbi_1499502		Prochlorococcus sp. MIT 0701	1
ncbi_1499503		Prochlorococcus sp. MIT 0702	1
ncbi_1499504		Prochlorococcus sp. MIT 0703	1
ncbi_1924286		Prochlorococcus sp. RS01	1
ncbi_1924287		Prochlorococcus sp. RS04	1
ncbi_1924285		Prochlorococcus sp. RS50	1
ncbi_1499501		Prochlorococcus sp. SS52	1
ncbi_936048		Propionibacterium sp. 434-HC2	1
ncbi_1203571		Propionibacterium sp. HGH0353	1
ncbi_1739499		Propionibacterium sp. HMSC062D02	1
ncbi_1739515		Propionibacterium sp. HMSC062D05	1
ncbi_1739486		Propionibacterium sp. HMSC067A01	1
ncbi_1739429		Propionibacterium sp. HMSC075A12	1
ncbi_1739277		Propionibacterium sp. HMSC078F01	1
ncbi_1739386		Propionibacterium sp. HMSC078F10	1
ncbi_1203572		Propionibacterium sp. KPL1838	1
ncbi_1203574		Propionibacterium sp. KPL1847	1
ncbi_1203575		Propionibacterium sp. KPL1849	1
ncbi_1203576		Propionibacterium sp. KPL1852	1
ncbi_1203629		Propionibacterium sp. KPL2000	1
ncbi_1203631		Propionibacterium sp. KPL2003	1
ncbi_1203633		Propionibacterium sp. KPL2005	1
ncbi_1410615		Propionibacterium sp. MB3007	1
ncbi_2516957		Propionibacterium sp. NM47_B9-13	1
ncbi_671223		Propionibacterium sp. oral taxon 193	1
ncbi_1581079		Proteus sp. HMSC10D02	1
ncbi_1859457		Pseudoalteromonas amylolytica	1
ncbi_206042		Pseudoalteromonas mariniglutinosa	1
ncbi_304208		Pseudoalteromonas sp. '520P1 No. 412'	1
ncbi_1690037		Pseudoalteromonas sp. '520P1 No. 423'	1
ncbi_1380373		Pseudoalteromonas sp. 23_GOM-1509m	1
ncbi_1380359		Pseudoalteromonas sp. 6BO_GOM-1096m	1
ncbi_1055790		Pseudoalteromonas sp. AC163	1
ncbi_1777235		Pseudoalteromonas sp. CO109Y	1
ncbi_1777237		Pseudoalteromonas sp. CO133X	1
ncbi_1777256		Pseudoalteromonas sp. CO302Y	1
ncbi_1348394		Pseudoalteromonas sp. H100	1
ncbi_1859458		Pseudoalteromonas sp. JW3	1
ncbi_1535421		Pseudoalteromonas sp. ND6B	1
ncbi_579508		Pseudoalteromonas sp. S1649	1
ncbi_579509		Pseudoalteromonas sp. S1650	1
ncbi_579512		Pseudoalteromonas sp. S1690	1
ncbi_2066521		Pseudoalteromonas sp. S186	1
ncbi_579518		Pseudoalteromonas sp. S1941	1
ncbi_579535		Pseudoalteromonas sp. S327	1
ncbi_579537		Pseudoalteromonas sp. S3431	1
ncbi_2066520		Pseudoalteromonas sp. S407	1
ncbi_2066519		Pseudoalteromonas sp. S408	1
ncbi_579559		Pseudoalteromonas sp. S4491	1
ncbi_1333519		Pseudoalteromonas sp. S8-38	1
ncbi_1333520		Pseudoalteromonas sp. S8-8	1
ncbi_579571		Pseudoalteromonas sp. S980	1
ncbi_579569		Pseudoalteromonas sp. S981	1
ncbi_1938597		Pseudoalteromonas sp. TAE79	1
ncbi_1938598		Pseudoalteromonas sp. TAE80	1
ncbi_985258		Pseudoalteromonas sp. TB25	1
ncbi_162157		Pseudoalteromonas spiralis	1
ncbi_162160		Pseudoalteromonas telluritireducens	1
ncbi_2080576		Pseudoclavibacter sp. RFBH5	1
ncbi_2080577		Pseudoclavibacter sp. RFBI4	1
ncbi_2080579		Pseudoclavibacter sp. RFBJ3	1
ncbi_2080580		Pseudoclavibacter sp. RFBJ5	1
ncbi_2292244		Pseudoflavonifractor sp. AF19-9AC	1
ncbi_2211392		Pseudomonadaceae bacterium P4C	1
ncbi_543360		Pseudomonas cuatrocienegasensis	1
ncbi_1843690		Pseudomonas sp. 21C1	1
ncbi_1844099		Pseudomonas sp. 31 E 5	1
ncbi_1844100		Pseudomonas sp. 31 E 6	1
ncbi_1151123		Pseudomonas sp. 35MFCvi1.1	1
ncbi_2183930		Pseudomonas sp. 478	1
ncbi_2528664		Pseudomonas sp. 770NI	1
ncbi_554393		Pseudomonas sp. AF76	1
ncbi_1978467		Pseudomonas sp. AK6U	1
ncbi_1981739		Pseudomonas sp. B1(2017)	1
ncbi_1981747		Pseudomonas sp. B12(2017)	1
ncbi_1981746		Pseudomonas sp. B13(2017)	1
ncbi_1981743		Pseudomonas sp. B16(2017)	1
ncbi_1981742		Pseudomonas sp. B17(2017)	1
ncbi_1981741		Pseudomonas sp. B18(2017)	1
ncbi_1981740		Pseudomonas sp. B19(2017)	1
ncbi_1981728		Pseudomonas sp. B2(2017)	1
ncbi_1981738		Pseudomonas sp. B20(2017)	1
ncbi_1981737		Pseudomonas sp. B21(2017)	1
ncbi_1981735		Pseudomonas sp. B23(2017)	1
ncbi_1981734		Pseudomonas sp. B24(2017)	1
ncbi_1981733		Pseudomonas sp. B25(2017)	1
ncbi_1981731		Pseudomonas sp. B27(2017)	1
ncbi_1981729		Pseudomonas sp. B29(2017)	1
ncbi_1981717		Pseudomonas sp. B3(2017)	1
ncbi_1981727		Pseudomonas sp. B30(2017)	1
ncbi_1981726		Pseudomonas sp. B31(2017)	1
ncbi_1981725		Pseudomonas sp. B32(2017)	1
ncbi_1981724		Pseudomonas sp. B33(2017)	1
ncbi_1981723		Pseudomonas sp. B34(2017)	1
ncbi_1981721		Pseudomonas sp. B36(2017)	1
ncbi_1981720		Pseudomonas sp. B37(2017)	1
ncbi_1981719		Pseudomonas sp. B38(2017)	1
ncbi_1981718		Pseudomonas sp. B39(2017)	1
ncbi_1981715		Pseudomonas sp. B4(2017)	1
ncbi_1981716		Pseudomonas sp. B40(2017)	1
ncbi_1981713		Pseudomonas sp. B6(2017)	1
ncbi_1981712		Pseudomonas sp. B7(2017)	1
ncbi_1981710		Pseudomonas sp. B9(2017)	1
ncbi_2518647		Pseudomonas sp. BCA13	1
ncbi_2518648		Pseudomonas sp. BCA14	1
ncbi_2518649		Pseudomonas sp. BCA17	1
ncbi_1758731		Pseudomonas sp. BIOMIG1BD	1
ncbi_1758177		Pseudomonas sp. BIOMIG1BDMA	1
ncbi_1763882		Pseudomonas sp. BIOMIG1N	1
ncbi_1882755		Pseudomonas sp. BS3759	1
ncbi_1882756		Pseudomonas sp. BS3767	1
ncbi_1378075		Pseudomonas sp. CC120222-01a	1
ncbi_1378078		Pseudomonas sp. CC120222-01b	1
ncbi_2249759		Pseudomonas sp. CK-NBRI-02	1
ncbi_2070676		Pseudomonas sp. DP16D-E2	1
ncbi_2070578		Pseudomonas sp. DP16D-L5	1
ncbi_1524461		Pseudomonas sp. EGD-AKN5	1
ncbi_2060417		Pseudomonas sp. FFUP_PS_41	1
ncbi_2070617		Pseudomonas sp. FW215-E1	1
ncbi_2070615		Pseudomonas sp. FW215-R2	1
ncbi_2070616		Pseudomonas sp. FW215-R4	1
ncbi_2070672		Pseudomonas sp. FW215-T2	1
ncbi_2070650		Pseudomonas sp. FW300-E2	1
