Order	Rank	NCBItaxID	SciNameFull	SciNameFull_found	Taxonomy	SciName	Found_Taxonomy			
7	S1	1121424	Desulfotomaculum arcticum DSM 17038	Desulfallas arcticus	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfallas|s__Desulfallas arcticus	Desulfotomaculum arcticum				
7	S1	1121439	Desulfovibrio alkalitolerans DSM 16529	Desulfohalovibrio alkalitolerans	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfohalovibrio|s__Desulfohalovibrio alkalitolerans	Desulfovibrio alkalitolerans				
7	S1	1304872	Desulfovibrio cf. magneticus IFRC170	Desulfovibrio magneticus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio magneticus	Desulfovibrio cf.				
7	S	1920989	Diabrotica virgifera virgifera virus 3	Diabrotica virgifera virgifera virus 3	d__Viruses|s__Diabrotica virgifera virgifera virus 3	Diabrotica virgifera				
7	S1	910314	Dialister microaerophilus UPII 345-E	Dialister micraerophilus	d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister micraerophilus	Dialister microaerophilus				
7	S	1868621	Diaphorina citri flavi-like virus	Diaphorina citri flavi-like virus	d__Viruses|s__Diaphorina citri flavi-like virus	Diaphorina citri				
7	S	111470	Diaporthe ambigua RNA virus 1	Diaporthe ambigua RNA virus 1	d__Viruses|s__Diaporthe ambigua RNA virus 1	Diaporthe ambigua				
7	S	1678170	Diatom colony associated dsRNA virus 10	Diatom colony associated dsRNA virus 10	d__Viruses|f__Totiviridae|s__Diatom colony associated dsRNA virus 10	Diatom colony				
7	S	1675862	Diatraea saccharalis granulovirus	Diatraea saccharalis granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Diatraea saccharalis granulovirus	Diatraea saccharalis				
7	S1	1965368	Dinoroseobacter phage vB_DshS-R5C	Dinoroseobacter virus D5C	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nanhaivirus|s__Dinoroseobacter virus D5C	Dinoroseobacter phage vB_DshS-R5C	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nanhaivirus|s__Dinoroseobacter phage vB_DshS-R5C			
7	S	2083300	Diolcogaster facetosa bracovirus	Diolcogaster facetosa bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Diolcogaster facetosa bracovirus	Diolcogaster facetosa				
7	S	2169727	Dioscorea bacilliform RT virus 1	Dioscorea bacilliform RT virus 1	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Dioscorea bacilliform RT virus 1	Dioscorea bacilliform				
7	S	2079134	Dishui lake phycodnavirus 1	Dishui lake phycodnavirus 1	d__Viruses|f__Phycodnaviridae|g__Prasinovirus|s__Dishui lake phycodnavirus 1	Dishui lake	d__Viruses|f__Phycodnaviridae|g__Prasinovirus|s__Dishui lake phycodnavirus 1			
7	S	2170001	Dolphin mastadenovirus B	Dolphin mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Dolphin mastadenovirus B	Dolphin mastadenovirus				
7	S	1574422	Dromedary stool-associated circular ssDNA virus	Dromedary stool-associated circular ssDNA virus	d__Viruses|f__Circoviridae|s__Dromedary stool-associated circular ssDNA virus	Dromedary stool-associated	d__Viruses|f__Circoviridae|s__Dromedary stool-associated circular ssDNA virus			
7	S	2057187	Drosophila innubila nudivirus	Drosophila innubila nudivirus	d__Viruses|f__Nudiviridae|s__Drosophila innubila nudivirus	Drosophila innubila	d__Viruses|f__Nudiviridae|s__Drosophila innubila nudivirus			
7	S1	1802951	Drosophila unispina virus 1	Drosophilid anphevirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Xinmoviridae|g__Anphevirus|s__Drosophilid anphevirus	Drosophila unispina virus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Xinmoviridae|g__Anphevirus|s__Drosophila unispina virus 1			
7	S1	1264700	Edwardsiella phage MSW-3	Edwardsiella virus MSW3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Yokohamavirus|s__Edwardsiella virus MSW3	Edwardsiella phage MSW-3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Yokohamavirus|s__Edwardsiella virus MSW3			
7	S	1891722	Eidolon helvum polyomavirus 1	Eidolon helvum polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Eidolon helvum polyomavirus 1	Eidolon helvum				
7	S	548914	Elephant endotheliotropic herpesvirus 4	Elephant endotheliotropic herpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 4	Elephant endotheliotropic	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 4			
7	S	768738	Elephant endotheliotropic herpesvirus 5	Elephant endotheliotropic herpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 5	Elephant endotheliotropic	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 5			
7	S	243899	endosymbiont 'TC1' of Trimyema compressum	endosymbiont 'TC1' of Trimyema compressum	d__Bacteria|p__Firmicutes|s__endosymbiont 'TC1' of Trimyema compressum	endosymbiont TC1				
7	S	86106	endosymbiont of Acanthamoeba sp. UWC8	endosymbiont of Acanthamoeba sp. UWC8	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|s__endosymbiont of Acanthamoeba sp. UWC8	endosymbiont of				
7	S1	1303921	endosymbiont of Bathymodiolus septemdierum str. Myojin knoll		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Bathymodiolus sp.	endosymbiont of				
7	S	174145	endosymbiont of Bathymodiolus sp.	endosymbiont of Bathymodiolus sp.	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Bathymodiolus sp.	endosymbiont of				
7	S	650377	endosymbiont of Euscepes postfasciatus	endosymbiont of Euscepes postfasciatus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Euscepes postfasciatus	endosymbiont of				
7	S	1971488	endosymbiont of Pachyrhynchus infernalis	endosymbiont of Pachyrhynchus infernalis	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Pachyrhynchus infernalis	endosymbiont of				
7	S1	1972133	endosymbiont of Rhynchophorus ferrugineus		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Rhynchophorus ferrugineus 	endosymbiont of				
7	S	54398	endosymbiont of Ridgeia piscesae	endosymbiont of Ridgeia piscesae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Ridgeia piscesae	endosymbiont of				
7	S	54396	endosymbiont of Riftia pachyptila	endosymbiont of Riftia pachyptila	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Riftia pachyptila	endosymbiont of				
7	S1	1048808	endosymbiont of Riftia pachyptila (vent Ph05)	endosymbiont of Riftia pachyptila	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Riftia pachyptila	endosymbiont of				
7	S	1972134	endosymbiont of Sipalinus gigas	endosymbiont of Sipalinus gigas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Sipalinus gigas	endosymbiont of				
7	S	94785	endosymbiont of Tevnia jerichonana	endosymbiont of Tevnia jerichonana	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Tevnia jerichonana	endosymbiont of				
7	S1	1049564	endosymbiont of Tevnia jerichonana (vent Tica)	endosymbiont of Tevnia jerichonana	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Tevnia jerichonana	endosymbiont of				
7	S1	709484	Enterobacter phage CC31		d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Enterobacter phage CC31	Enterobacter phage CC31	d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Enterobacter phage CC31			
7	S1	2070180	Enterobacter phage Ec_L1	Enterobacter virus EcL1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Eclunavirus|s__Enterobacter virus EcL1	Enterobacter phage Ec_L1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Eclunavirus|s__Enterobacter phage Ec_L1			
7	S1	1455074	Enterobacter phage PG7	Enterobacter virus PG7	d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Enterobacter virus PG7	Enterobacter phage PG7	d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Enterobacter phage PG7			
7	S1	1444288	Enterobacter sp. 5-4	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter sp. 5-4	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sp. 5-4			
7	S2	1329837	Enterobacter sp. BWH 39	Enterobacter hormaechei	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei	Enterobacter sp. BWH 39	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sp. BWH 39			
7	S1	1571816	Enterobacter sp. FB	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter sp. FB	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sp. FB			
7	S1	1329825	Enterobacter sp. MGH 16	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter sp. MGH 16	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sp. MGH 16			
7	S2	1329813	Enterobacter sp. MGH 4	Enterobacter hormaechei	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei	Enterobacter sp. MGH 4	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sp. MGH 4			
7	S2	1686389	Enterobacter sp. MGH85	Enterobacter hormaechei	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei	Enterobacter sp. MGH85	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sp. MGH85			
7	S1	1216470	Enterobacter sp. SST3	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter sp. SST3	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sp. SST3			
7	S1	1222338	Enterobacteria phage GEC-3S		d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Enterobacteria phage GEC-3S	Enterobacteria phage GEC-3S	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Enterobacteria phage GEC-3S			
7	S1	697227	Enterobacteria phage IME08		d__Viruses|o__Caudovirales|F__Myoviridae|g__Dhakavirus|s__Enterobacteria phage IME08	Enterobacteria phage IME08	d__Viruses|o__Caudovirales|F__Myoviridae|g__Dhakavirus|s__Enterobacteria phage IME08			
7	S1	50948	Enterobacteria phage RB49		d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Enterobacteria phage RB49	Enterobacteria phage RB49	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Enterobacteria phage RB49			
7	S	693444	Enterobacteriaceae bacterium strain FGI 57	Enterobacteriaceae bacterium strain FGI 57	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Enterobacteriaceae bacterium strain FGI 57	Enterobacteriaceae bacterium strain FGI				
7	S1	1640885	Enterococcus phage EFLK1	Enterococcus virus EFLK1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Kochikohdavirus|s__Enterococcus virus EFLK1	Enterococcus phage EFLK1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Kochikohdavirus|s__Enterococcus phage EFLK1			
7	S1	1747289	Enterococcus phage vB_EfaS_IME196	Enterococcus virus IME196	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Efquatrovirus|s__Enterococcus virus IME196	Enterococcus phage vB_EfaS_IME196	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Efquatrovirus|s__Enterococcus phage vB_EfaS_IME196			
7	S	1834175	Enterococcus sp. 3C8_DIV0646	Enterococcus sp. 3C8_DIV0646	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. 3C8_DIV0646	Enterococcus sp. 3C8_DIV0646				
7	S	1739492	Enterococcus sp. HMSC061C05	Enterococcus sp. HMSC061C05	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. HMSC061C05	Enterococcus sp. HMSC061C05				
7	S	166056	Epinotia aporema granulovirus	Epinotia aporema granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Epinotia aporema granulovirus	Epinotia aporema	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Epinotia aporema granulovirus			
7	S	70600	Epiphyas postvittana nucleopolyhedrovirus	Epiphyas postvittana nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Epiphyas postvittana nucleopolyhedrovirus	Epiphyas postvittana	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Epiphyas postvittana nucleopolyhedrovirus			
7	S	2035399	Eptesicus fuscus gammaherpesvirus	Eptesicus fuscus gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|s__Eptesicus fuscus gammaherpesvirus	Eptesicus fuscus	d__Viruses|o__Herpesvirales|f__Herpesviridae|s__Eptesicus fuscus gammaherpesvirus			
7	S1	1464071	Eptesicus serotinus papillomavirus 1		d__Viruses|f__Papillomaviridae|g__Dyopsipapillomavirus|s__Eptesicus serotinus papillomavirus 1	Eptesicus serotinus	d__Viruses|f__Papillomaviridae|g__Dyopsipapillomavirus|s__Eptesicus serotinus papillomavirus 1			
7	S	420336	Epulopiscium sp. 'N.t. morphotype B'	Epulopiscium sp. 'N.t. morphotype B'	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Epulopiscium|s__Epulopiscium sp. 'N.t. morphotype B'	Epulopiscium sp. N.t. morphotype				
7	S	80341	Equid alphaherpesvirus 3	Equid alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid alphaherpesvirus 3	Equid alphaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid alphaherpesvirus 3			
7	S	39637	Equid alphaherpesvirus 8	Equid alphaherpesvirus 8	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid alphaherpesvirus 8	Equid alphaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid alphaherpesvirus 8			
7	S	12657	Equid gammaherpesvirus 2	Equid gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid gammaherpesvirus 2	Equid gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid gammaherpesvirus 2			
7	S	10371	Equid gammaherpesvirus 5	Equid gammaherpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid gammaherpesvirus 5	Equid gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid gammaherpesvirus 5			
7	S1	67603	Equine adenovirus 2	Equine mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Equine mastadenovirus B	Equine adenovirus	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Equine mastadenovirus B			
7	S	129955	Equine mastadenovirus B	Equine mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Equine mastadenovirus B	Equine mastadenovirus	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Equine mastadenovirus B			
7	S	307444	Erinnyis ello granulovirus	Erinnyis ello granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Erinnyis ello granulovirus	Erinnyis ello	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Erinnyis ello granulovirus			
7	S1	1429768	Erwinia phage Ea35-70	Erwinia virus Ea35-70	d__Viruses|o__Caudovirales|f__Myoviridae|g__Agricanvirus|s__Erwinia virus Ea35-70	Erwinia phage Ea35-70	d__Viruses|o__Caudovirales|f__Myoviridae|g__Agricanvirus|s__Erwinia virus Ea35-70			
7	S1	1429767	Erwinia phage Ea9-2	Erwinia virus Ea9-2	d__Viruses|o__Caudovirales|f__Podoviridae|g__Johnsonvirus|s__Erwinia virus Ea9-2	Erwinia phage Ea9-2	d__Viruses|o__Caudovirales|f__Podoviridae|g__Johnsonvirus|s__Erwinia virus Ea9-2			
7	S1	1564096	Erwinia phage phiEa2809	Erwinia virus Ea2809	d__Viruses|o__Caudovirales|f__Ackermannviridae|s__Erwinia virus Ea2809	Erwinia phage phiEa2809	d__Viruses|o__Caudovirales|f__Ackermannviridae|s__Erwinia virus Ea2809			
7	S1	1401669	Erwinia phage PhiEaH1	Erwinia virus EaH1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Iapetusvirus|s__Erwinia virus EaH1	Erwinia phage PhiEaH1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Iapetusvirus|s__Erwinia virus EaH1			
7	S1	1029988	Erwinia phage phiEaH2	Erwinia virus EaH2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Erwinia virus EaH2	Erwinia phage phiEaH2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Erwinia virus EaH2			
7	S1	1051674	Erwinia phage vB_Eam-MM7	Erwinia virus M7	d__Viruses|o__Caudovirales|f__Myoviridae|g__Kolesnikvirus|s__Erwinia virus M7	Erwinia phage vB_Eam-MM7	d__Viruses|o__Caudovirales|f__Myoviridae|g__Kolesnikvirus|s__Erwinia phage vB_Eam-MM7			
7	S1	1883370	Erwinia phage vB_EamM_Asesino	Erwinia virus Asesino	d__Viruses|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Erwinia virus Asesino	Erwinia phage vB_EamM_Asesino	d__Viruses|o__Caudovirales|F__Myoviridae|g__Erskinevirus|s__Erwinia phage vB_EamM_Asesino			
7	S1	2060127	Erwinia phage vB_EamM_Desertfox	Erwinia virus Desertfox	d__Viruses|o__Caudovirales|f__Myoviridae|g__Agricanvirus|s__Erwinia virus Desertfox	Erwinia phage vB_EamM_Desertfox	d__Viruses|o__Caudovirales|f__Myoviridae|g__Agricanvirus|s__Erwinia phage vB_EamM_Desertfox			
7	S1	1852641	Erwinia phage vB_EamP_Frozen	Erwinia virus Frozen	d__Viruses|o__Caudovirales|f__Podoviridae|g__Johnsonvirus|s__Erwinia virus Frozen	Erwinia phage vB_EamP_Frozen	d__Viruses|o__Caudovirales|f__Podoviridae|g__Johnsonvirus|s__Erwinia virus Frozen			
7	S1	1391428	Escherichia phage 4MG	Escherichia virus 4MG	d__Viruses|o__Caudovirales|f__Myoviridae|g__Seunavirus|s__Escherichia virus 4MG	Escherichia phage 4MG	d__Viruses|o__Caudovirales|f__Myoviridae|g__Seunavirus|s__Escherichia virus 4MG			
7	S1	1495286	Escherichia phage e4/1c	Escherichia virus E41c	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rogunavirus|s__Escherichia virus E41c	Escherichia phage e4/1c	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rogunavirus|s__Escherichia phage e4/1c			
7	S1	1258572	Escherichia phage EC1-UPM	Escherichia virus EC1UPM	d__Viruses|o__Caudovirales|f__Podoviridae|g__Gamaleyavirus|s__Escherichia virus EC1UPM	Escherichia phage EC1-UPM	d__Viruses|o__Caudovirales|f__Podoviridae|g__Gamaleyavirus|s__Escherichia virus EC1UPM			
7	S1	1527514	Escherichia phage EK99P-1	Escherichia virus EK99P1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Dhillonvirus|s__Escherichia virus EK99P1	Escherichia phage EK99P-1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Dhillonvirus|s__Escherichia virus EK99P1			
7	S1	1131317	Escherichia phage FV3	Escherichia virus FV3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Vequintavirus|s__Escherichia virus FV3	Escherichia phage FV3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Vequintavirus|s__Escherichia virus FV3			
7	S1	1147142	Escherichia phage HK578	Escherichia virus HK578	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Dhillonvirus|s__Escherichia virus HK578	Escherichia phage HK578	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Dhillonvirus|s__Escherichia virus HK578			
7	S1	1054834	Escherichia phage ime09	Escherichia virus Ime09	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus Ime09	Escherichia phage ime09	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus Ime09			
7	S1	1340750	Escherichia phage JH2	Escherichia virus JH2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Felixounavirus|s__Escherichia virus JH2	Escherichia phage JH2	d__Viruses			
7	S1	1837930	Escherichia phage MX01	Escherichia virus MX01	d__Viruses|o__Caudovirales|f__Myoviridae|g__Dhakavirus|s__Escherichia virus MX01	Escherichia phage MX01	d__Viruses|o__Caudovirales|f__Myoviridae|g__Dhakavirus|s__Escherichia virus MX01			
7	S	1572753	Escherichia phage P483	Escherichia phage P483	d__Viruses|o__Caudovirales|f__Podoviridae|g__Teseptimavirus|s__Escherichia phage P483	Escherichia phage P483	d__Viruses			
7	S1	926589	Escherichia phage PhaxI	Escherichia virus PhaxI	d__Viruses|o__Caudovirales|f__Ackermannviridae|g__Kuttervirus|s__Escherichia virus PhaxI	Escherichia phage PhaxI	d__Viruses|o__Caudovirales|f__Ackermannviridae|g__Kuttervirus|s__Escherichia virus PhaxI			
7	S1	50948	Escherichia phage RB49	Escherichia virus RB49	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Escherichia virus RB49	Escherichia phage RB49	d__Viruses|o__Caudovirales|f__Myoviridae|g__Krischvirus|s__Escherichia virus RB49			
7	S1	1718606	Escherichia phage SUSP1	Escherichia virus SUSP1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Suspvirus|s__Escherichia virus SUSP1	Escherichia phage SUSP1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Suspvirus|s__Escherichia virus SUSP1			
7	S1	1141141	Escherichia phage vB_EcoM_ACG-C40	Escherichia virus C40	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tequatrovirus|s__Escherichia virus C40	Escherichia phage vB_EcoM_ACG-C40	d__Viruses			
7	S1	1567027	Escherichia phage vB_EcoM_VR20	Escherichia virus VR20	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gaprivervirus|s__Escherichia virus VR20	Escherichia phage vB_EcoM_VR20	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gaprivervirus|s__Escherichia virus VR20			
7	S1	1567029	Escherichia phage vB_EcoM_VR26	Escherichia virus VR26	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gaprivervirus|s__Escherichia virus VR26	Escherichia phage vB_EcoM_VR26	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gaprivervirus|s__Escherichia virus VR26			
7	S1	1541883	Escherichia phage vB_EcoM-ep3	Escherichia virus ep3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Jilinvirus|s__Escherichia virus ep3	Escherichia phage vB_EcoM-ep3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Jilinvirus|s__Escherichia virus ep3			
7	S	1920996	Escherichia virus E41c	Escherichia virus E41c	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rogunavirus|s__Escherichia virus E41c	Escherichia virus E41c	d__Viruses			
7	S	1965379	Escherichia virus JH2	Escherichia virus JH2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Felixounavirus|s__Escherichia virus JH2	Escherichia virus JH2	d__Viruses			
7	S	1862978	Etheostoma fonticola aquareovirus	Etheostoma fonticola aquareovirus	d__Viruses|f__Reoviridae|g__Aquareovirus|s__Etheostoma fonticola aquareovirus	Etheostoma fonticola	d__Viruses			
7	S1	1321814	Eubacterium brachy ATCC 33089	Eubacterium brachy	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] brachy	Eubacterium brachy	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] brachy			
7	S1	883109	Eubacterium infirmum F0142	Eubacterium infirmum	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] infirmum	Eubacterium infirmum	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] infirmum			
7	S1	888721	Eubacterium minutum ATCC 700079	Eubacterium minutum	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] minutum	Eubacterium minutum	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] minutum			
7	S1	1161902	Eubacterium nodatum ATCC 33099	Eubacterium nodatum	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] nodatum	Eubacterium nodatum	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] nodatum			
