Order	Rank	NCBItaxID	SciNameFull	SciNameFull_found	Taxonomy	SciName	Found_Taxonomy			
7	S	28274	Avian avulavirus 4		d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 4	Avian avulavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 4			
7	S	93465	Avian endogenous retrovirus EAV-HP	Avian endogenous retrovirus EAV-HP	d__Viruses|o__Ortervirales|f__Retroviridae|s__Avian endogenous retrovirus EAV-HP	Avian endogenous	d__Viruses|o__Ortervirales|f__Retroviridae|s__Avian endogenous retrovirus EAV-HP			
7	S1	1401445	Avian paramyxovirus goose/Shimane/67/2000		d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian paramyxovirus goose/Shimane/67/2000	Avian paramyxovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian paramyxovirus goose/Shimane/67/2000			
7	S1	862945	Avian paramyxovirus penguin/Falkland Islands/324/2007		d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian paramyxovirus penguin/Falkland Islands/324/2007	Avian paramyxovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian paramyxovirus penguin/Falkland Islands/324/2007			
7	S	1618234	Avon-Heathcote Estuary associated circular virus 11	Avon-Heathcote Estuary associated circular virus 11	d__Viruses|f__Circoviridae|s__Avon-Heathcote Estuary associated circular virus 11	Avon-Heathcote Estuary	d__Viruses|f__Circoviridae			
7	S1	137722	Azospirillum sp. B510	Azospirillum lipoferum	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum lipoferum	Azospirillum sp. B510				
7	S1	1141133	Bacillus phage B4	Bacillus virus B4	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus B4	Bacillus phage B4	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus B4			
7	S1	584892	Bacillus phage Bcp1	Bacillus virus Bcp1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Bcp1	Bacillus phage Bcp1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Bcp1			
7	S1	1126950	Bacillus phage BCP78	Bacillus virus BCP78	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus BCP78	Bacillus phage BCP78	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus BCP78			
7	S1	1406781	Bacillus phage BigBertha	Bacillus virus Bigbertha	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus Bigbertha	Bacillus phage BigBertha	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus Bigbertha			
7	S1	1527469	Bacillus phage Bobb	Bacillus virus Bobb	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bobb	Bacillus phage Bobb	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bobb			
7	S1	1445810	Bacillus phage Bp8p-C	Bacillus virus Bp8pC	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bp8pC	Bacillus phage Bp8p-C	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bp8pC			
7	S1	1391188	Bacillus phage CP-51	Bacillus virus CP51	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus CP51	Bacillus phage CP-51	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus CP51			
7	S1	1792245	Bacillus phage Deep Blue	Bacillus virus Deepblue	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Deepblue	Bacillus phage Deep Blue	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Deepblue			
7	S1	1486658	Bacillus phage Evoli	Bacillus virus Evoli	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus Evoli	Bacillus phage Evoli	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus Evoli			
7	S1	1406785	Bacillus phage Grass	Bacillus virus Grass	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Nitunavirus|s__Bacillus virus Grass	Bacillus phage Grass	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Nitunavirus|s__Bacillus virus Grass			
7	S1	1486660	Bacillus phage Hoody T	Bacillus virus HoodyT	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus HoodyT	Bacillus phage Hoody T	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus HoodyT			
7	S1	1540091	Bacillus phage Moonbeam	Bacillus virus Moonbeam	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus Moonbeam	Bacillus phage Moonbeam	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus Moonbeam			
7	S1	1204533	Bacillus phage phiAGATE	Bacillus virus Agate	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Agate	Bacillus phage phiAGATE	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus phage phiAGATE			
7	S1	1296656	Bacillus phage Shanette	Bacillus virus Shanette	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus Shanette	Bacillus phage Shanette	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus Shanette			
7	S1	1285382	Bacillus phage SIOphi	Bacillus virus SIOphi	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus SIOphi	Bacillus phage SIOphi	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus SIOphi			
7	S1	1406790	Bacillus phage Slash	Bacillus virus Slash	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Slash	Bacillus phage Slash	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Slash			
7	S1	1610832	Bacillus phage Stahl	Bacillus virus Stahl	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Stahl	Bacillus phage Stahl	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Stahl			
7	S1	1690456	Bacillus phage TsarBomba	Bacillus virus TsarBomba	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus TsarBomba	Bacillus phage TsarBomba	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus TsarBomba			
7	S1	1195072	Bacillus phage vB_BceM_Bc431v3	Bacillus virus Bc431	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Bc431	Bacillus phage vB_BceM_Bc431v3	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus phage vB_BceM_Bc431v3			
7	S	1761765	Bacillus sp. nio-1130	Bacillus sp. nio-1130	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. nio-1130	Bacillus sp. nio-1130				
7	S	2108539	Bacillus sp. NMCC4	Bacillus sp. NMCC4	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. NMCC4	Bacillus sp. NMCC4				
7	S	1446792	Bacillus sp. Pc3	Bacillus sp. Pc3	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Pc3	Bacillus sp. Pc3				
7	S	1181670	bacterium endosymbiont of Bathymodiolus sp. 5 South	bacterium endosymbiont of Bathymodiolus sp. 5 South	d__Bacteria|s__bacterium endosymbiont of Bathymodiolus sp. 5 South	bacterium endosymbiont				
7	S	1719126	bacterium endosymbiont of Pedicinus badii	bacterium endosymbiont of Pedicinus badii	d__Bacteria|s__bacterium endosymbiont of Pedicinus badii	bacterium endosymbiont				
7	S	1855372	bacterium JGI 053	bacterium JGI 053	d__Bacteria|s__bacterium JGI 053	bacterium JGI				
7	S	2047937	Bacteroidetes endosymbiont of Geopemphigus sp.	Bacteroidetes endosymbiont of Geopemphigus sp.	d__Bacteria|p__Bacteroidetes|s__Bacteroidetes endosymbiont of Geopemphigus sp.	Bacteroidetes endosymbiont				
7	S	45661	Banana bract mosaic virus	Banana bract mosaic virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Banana bract mosaic virus	Banana bract	d__Viruses|f__Potyviridae|g__Potyvirus|s__Banana bract mosaic virus			
7	S	69577	Banana streak virus	Banana streak virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus	Banana streak	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus 			
7	S1	334778	Banana streak virus Acuminata Yunnan	Banana streak virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus	Banana streak virus Acuminata	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus Acuminata Yunnan			
7	S	2133959	Bartonella sp. 'Tel Aviv'	Bartonella kosoyi	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella kosoyi	Bartonella sp. Tel Aviv				
7	S	1384490	Basella alba alphaendornavirus 1	Basella alba alphaendornavirus 1	d__Viruses|f__Endornaviridae|g__Alphaendornavirus|s__Basella alba alphaendornavirus 1	Basella alba	d__Viruses|f__Endornaviridae|g__Alphaendornavirus|s__Basella alba alphaendornavirus 1			
7	S1	2259811	Bat bocavirus XM30		d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Bat bocavirus XM30	Bat bocavirus	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Bat bocavirus XM30			
7	S	2501961	Bat Hp-betacoronavirus Zhejiang2013	Bat Hp-betacoronavirus Zhejiang2013	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013	Bat Hp-betacoronavirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013			
7	S1	1541205	Bat Hp-betacoronavirus/Zhejiang2013	Bat Hp-betacoronavirus Zhejiang2013	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013	Bat Hp-betacoronavirus/Zhejiang2013	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Bat Hp-betacoronavirus Zhejiang2013			
7	S	2015370	Bat mastadenovirus C	Bat mastadenovirus C	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus C	Bat mastadenovirus	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus C			
7	S	2015372	Bat mastadenovirus D	Bat mastadenovirus D	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus D	Bat mastadenovirus	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus D			
7	S1	1788433	Bat mastadenovirus WIV11	Bat mastadenovirus WIV11	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus WIV11	Bat mastadenovirus	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus WIV11			
7	S1	1788434	Bat mastadenovirus WIV12	Bat mastadenovirus WIV12	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus WIV12	Bat mastadenovirus	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bat mastadenovirus WIV12			
7	S1	880159	Bathycoccus sp. RCC1105 virus BpV1	Bathycoccus sp. RCC1105 virus BpV	d__Viruses|f__Phycodnaviridae|g__Prasinovirus|s__Bathycoccus sp. RCC1105 virus BpV	Bathycoccus sp. RCC1105 virus BpV1				
7	S	235205	Bathymodiolus azoricus thioautotrophic gill symbiont	Bathymodiolus azoricus thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus azoricus thioautotrophic gill symbiont	Bathymodiolus azoricus				
7	S	1052209	Bathymodiolus brooksi thiotrophic gill symbiont	Bathymodiolus brooksi thiotrophic gill symbiont	d__Bacteria|s__Bathymodiolus brooksi thiotrophic gill symbiont	Bathymodiolus brooksi				
7	S	1052212	Bathymodiolus heckerae thiotrophic gill symbiont	Bathymodiolus heckerae thiotrophic gill symbiont	d__Bacteria|s__Bathymodiolus heckerae thiotrophic gill symbiont	Bathymodiolus heckerae				
7	S	113268	Bathymodiolus platifrons methanotrophic gill symbiont	Bathymodiolus platifrons methanotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus platifrons methanotrophic gill symbiont	Bathymodiolus platifrons				
7	S	113267	Bathymodiolus septemdierum thioautotrophic gill symbiont	Bathymodiolus septemdierum thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus septemdierum thioautotrophic gill symbiont	Bathymodiolus septemdierum				
7	S	2360	Bathymodiolus thermophilus thioautotrophic gill symbiont	Bathymodiolus thermophilus thioautotrophic gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Bathymodiolus thermophilus thioautotrophic gill symbiont	Bathymodiolus thermophilus				
7	S1	374463	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Candidatus Baumannia cicadellinicola	Baumannia cicadellinicola				
7	S	67082	BeAn 58058 virus		d__Viruses|f__Poxviridae|s__BeAn 58058 virus	BeAn 58058	d__Viruses|f__Poxviridae|s__BeAn 58058 virus			
7	S	128790	Bean rugose mosaic virus	Bean rugose mosaic virus	d__Viruses|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Bean rugose mosaic virus	Bean rugose	d__Viruses|o__Picornavirales|f__Secoviridae|g__Comovirus|s__Bean rugose mosaic virus			
7	S	267970	Bean yellow disorder virus	Bean yellow disorder virus	d__Viruses|f__Closteroviridae|g__Crinivirus|s__Bean yellow disorder virus	Bean yellow	d__Viruses|f__Closteroviridae|g__Crinivirus|s__Bean yellow disorder virus			
7	S	46436	Beet soil-borne virus	Beet soil-borne virus	d__Viruses|f__Virgaviridae|g__Pomovirus|s__Beet soil-borne virus	Beet soil-borne	d__Viruses|f__Virgaviridae|g__Pomovirus|s__Beet soil-borne virus			
7	S	12161	Beet yellows virus	Beet yellows virus	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Beet yellows virus	Beet yellows	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Beet yellows virus			
7	S	1746057	Beihai barnacle viurs 1	Beihai barnacle viurs 1	d__Viruses|s__Beihai barnacle viurs 1	Beihai barnacle	d__Viruses|s__Beihai barnacle viurs 1			
7	S	1922432	Beihai mantis shrimp virus 5	Beihai mantis shrimp virus 5	d__Viruses|s__Beihai mantis shrimp virus 5	Beihai mantis	d__Viruses|s__Beihai mantis shrimp virus 5			
7	S1	1922653	Beihai rhabdo-like virus 3		d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Nyamiviridae|g__Berhavirus|s__Beihai rhabdo-like virus 3	Beihai rhabdo-like virus 3	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Nyamiviridae|g__Berhavirus|s__Beihai rhabdo-like virus 3			
7	S	1922673	Beihai sipunculid worm virus 1	Beihai sipunculid worm virus 1	d__Viruses|s__Beihai sipunculid worm virus 1	Beihai sipunculid	d__Viruses|s__Beihai sipunculid worm virus 1			
7	S	694015	Beluga whale coronavirus SW1	Beluga whale coronavirus SW1	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Gammacoronavirus|s__Beluga whale coronavirus SW1	Beluga whale	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Gammacoronavirus|s__Beluga whale coronavirus SW1			
7	S1	1385427	Betacoronavirus Erinaceus/VMC/DEU/2012		d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Betacoronavirus Erinaceus/VMC/DEU/2012	Betacoronavirus Erinaceus/VMC/DEU/2012	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Betacoronavirus Erinaceus/VMC/DEU/2012			
7	S2	1447716	Bifidobacterium kashiwanohense PV20-2	Bifidobacterium catenulatum	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum	Bifidobacterium kashiwanohense				
7	S1	1437612	Bifidobacterium stercoris JCM 15918	Bifidobacterium adolescentis	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis	Bifidobacterium stercoris				
7	S	339420	Blackberry chlorotic ringspot virus	Blackberry chlorotic ringspot virus	d__Viruses|f__Bromoviridae|g__Ilarvirus|s__Blackberry chlorotic ringspot virus	Blackberry chlorotic	d__Viruses|f__Bromoviridae|g__Ilarvirus|s__Blackberry chlorotic ringspot virus			
7	S	1490026	Blackberry Virus F	Blackberry Virus F	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Blackberry Virus F	Blackberry Virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Blackberry Virus F			
7	S	2338394	Blackcurrant-associated closterovirus 1	Blackcurrant-associated closterovirus 1	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Blackcurrant-associated closterovirus 1	Blackcurrant-associated closterovirus	d__Viruses|f__Closteroviridae|g__Closterovirus|s__Blackcurrant-associated closterovirus 1			
7	S	1505597	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Blochmannia|s__Candidatus Blochmannia endosymbionts	Blochmannia endosymbiont				
7	S	1505596	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Blochmannia|s__Candidatus Blochmannia endosymbionts	Blochmannia endosymbiont				
7	S	1944648	blood disease bacterium A2-HR MARDI	blood disease bacterium A2-HR MARDI	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__blood disease bacterium A2-HR MARDI	blood disease bacterium A2-HR				
7	S	1714570	Blueberry shoestring virus	Blueberry shoestring virus	d__Viruses|f__Solemoviridae|g__Sobemovirus|s__Blueberry shoestring virus	Blueberry shoestring	d__Viruses|f__Solemoviridae|g__Sobemovirus|s__Blueberry shoestring virus			
7	S1	1223302	Bluegill picornavirus		d__Viruses|o__Picornavirales|f__Picornaviridae|g__Limnipivirus|s__Bluegill picornavirus	Bluegill picornavirus	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Limnipivirus|s__Bluegill picornavirus			
7	S	271108	Bombyx mori nucleopolyhedrovirus	Bombyx mori nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Bombyx mori nucleopolyhedrovirus	Bombyx mori	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Bombyx mori nucleopolyhedrovirus			
7	S1	358764	Border disease virus		d__Viruses|f__Flaviviridae|g__Pestivirus|s__Border disease virus	Border disease	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Border disease virus			
7	S1	1714377	Bottlenose dolphin adenovirus 1		d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bottlenose dolphin adenovirus 1	Bottlenose dolphin	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Bottlenose dolphin adenovirus 1			
7	S1	645425	Bottlenose dolphin astrovirus 1		d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bottlenose dolphin astrovirus 1	Bottlenose dolphin	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bottlenose dolphin astrovirus 1			
7	S1	111167	Bovine adenovirus 6	Bovine adenovirus E	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine adenovirus E	Bovine adenovirus	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine adenovirus 6			
7	S	130500	Bovine adenovirus E	Bovine adenovirus E	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine adenovirus E	Bovine adenovirus	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine adenovirus E			
7	S	10320	Bovine alphaherpesvirus 1	Bovine alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine alphaherpesvirus 1	Bovine alphaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine alphaherpesvirus 1			
7	S	35244	Bovine alphaherpesvirus 5	Bovine alphaherpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine alphaherpesvirus 5	Bovine alphaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine alphaherpesvirus 5			
7	S	1027247	Bovine astrovirus B76-2/HK	Bovine astrovirus B76-2/HK	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bovine astrovirus B76-2/HK	Bovine astrovirus	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bovine astrovirus B76-2/HK			
7	S	1027248	Bovine astrovirus B76/HK	Bovine astrovirus B76/HK	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bovine astrovirus B76/HK	Bovine astrovirus	d__Viruses|f__Astroviridae|g__Mamastrovirus|s__Bovine astrovirus B76/HK			
7	S	130499	Bovine atadenovirus D	Bovine atadenovirus D	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine atadenovirus D	Bovine atadenovirus	d__Viruses|f__Adenoviridae|g__Atadenovirus|s__Bovine atadenovirus D			
7	S	10385	Bovine gammaherpesvirus 4	Bovine gammaherpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Bovine gammaherpesvirus 4	Bovine gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Bovine gammaherpesvirus 4			
7	S	129727	Bovine papular stomatitis virus	Bovine papular stomatitis virus	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Bovine papular stomatitis virus	Bovine papular	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Bovine papular stomatitis virus			
