NCBItaxID	Species	Taxonomy
ncbi_2135689	Novosphingobium sp. GV027	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV027
ncbi_2135690	Novosphingobium sp. GV055	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV055
ncbi_2135481	Novosphingobium sp. GV057	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV057
ncbi_2135691	Novosphingobium sp. GV061	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV061
ncbi_2135692	Novosphingobium sp. GV064	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV064
ncbi_2135482	Novosphingobium sp. GV070	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV070
ncbi_2135483	Novosphingobium sp. GV076	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV076
ncbi_2135484	Novosphingobium sp. GV078	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV078
ncbi_2135693	Novosphingobium sp. GV079	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. GV079
ncbi_48937	Novosphingobium stygium	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium stygium
ncbi_2038109	Ochrobactrum sp. 23A/997/2015	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 23A/997/2015
ncbi_2038110	Ochrobactrum sp. 27A/999/2015	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 27A/999/2015
ncbi_2038111	Ochrobactrum sp. 30A/1000/2015	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 30A/1000/2015
ncbi_2038104	Ochrobactrum sp. 689/2009	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 689/2009
ncbi_2038105	Ochrobactrum sp. 695/2009	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 695/2009
ncbi_2038106	Ochrobactrum sp. 715/2009	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 715/2009
ncbi_2038107	Ochrobactrum sp. 720/2009	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 720/2009
ncbi_2038108	Ochrobactrum sp. 721/2009	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. 721/2009
ncbi_1848699	Ochrobactrum sp. MYb14	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. MYb14
ncbi_1848700	Ochrobactrum sp. MYb15	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. MYb15
ncbi_1848701	Ochrobactrum sp. MYb18	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. MYb18
ncbi_1848702	Ochrobactrum sp. MYb19	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum sp. MYb19
ncbi_2292236	Odoribacter sp. AF15-53	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Odoribacter sp. AF15-53
ncbi_2293111	Odoribacter sp. AF21-41	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Odoribacter sp. AF21-41
ncbi_2292048	Odoribacter sp. AM16-33	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Odoribacter sp. AM16-33
ncbi_1822239	Oleiphilus sp. HI0061	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0061
ncbi_1822242	Oleiphilus sp. HI0066	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0066
ncbi_1822243	Oleiphilus sp. HI0067	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0067
ncbi_1822255	Oleiphilus sp. HI0080	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0080
ncbi_1822260	Oleiphilus sp. HI0086	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0086
ncbi_1822261	Oleiphilus sp. HI0117	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0117
ncbi_1822265	Oleiphilus sp. HI0123	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0123
ncbi_1822267	Oleiphilus sp. HI0128	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oleiphilaceae|g__Oleiphilus|s__Oleiphilus sp. HI0128
ncbi_2292237	Olsenella sp. AF15-43LB	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella sp. AF15-43LB
ncbi_2292238	Olsenella sp. AF16-14LB	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella sp. AF16-14LB
ncbi_2292051	Olsenella sp. AM05-7	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella sp. AM05-7
ncbi_2292359	Olsenella sp. AM30-3LB	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella sp. AM30-3LB
ncbi_278958	Opitutaceae bacterium TAV3	root|_d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Opitutus|s__Opitutaceae bacterium TAV3
ncbi_2508882	Ornithinimicrobium sp. HY006	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium sp. HY006
ncbi_2530340	Ornithinimicrobium sp. HY008	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium sp. HY008
ncbi_1226323	Oscillibacter sp. KLE 1745	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter sp. KLE 1745
ncbi_1761875	Paenibacillus sp. cl123	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. cl123
ncbi_1761876	Paenibacillus sp. cl130	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. cl130
ncbi_1729691	Paenibacillus sp. FJAT-29882	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. FJAT-29882
ncbi_1622070	Paenibacillus sp. GM2	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. GM2
ncbi_908341	Paenibacillus sp. HGF5	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. HGF5
ncbi_1078505	Paenibacillus sp. HGH0039	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. HGH0039
ncbi_2486751	Paenibacillus sp. LAM7113	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. LAM7113
ncbi_2069255	Paenibacillus sp. lzh-N1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. lzh-N1
ncbi_1395586	Paenibacillus sp. MAEPY1	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. MAEPY1
ncbi_1395587	Paenibacillus sp. MAEPY2	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. MAEPY2
ncbi_1848709	Paenibacillus sp. MYb63	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. MYb63
ncbi_2033725	Paenibacillus sp. MYb67	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. MYb67
ncbi_1907393	Paenibacillus sp. RU26A	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. RU26A
ncbi_1907394	Paenibacillus sp. RU4T	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. RU4T
ncbi_1907395	Paenibacillus sp. RU4X	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. RU4X
ncbi_1938794	Paenibacillus sp. RU5A	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. RU5A
ncbi_1907396	Paenibacillus sp. RU5M	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. RU5M
ncbi_2023772	Paenibacillus sp. RUD330	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. RUD330
ncbi_1502764	Paenibacillus sp. UNCCL117	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. UNCCL117
ncbi_1449064	Paenibacillus sp. UNCCL52	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. UNCCL52
ncbi_1078085	Paenisporosarcina sp. HGH0030	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina sp. HGH0030
ncbi_1427365	Pandoraea sp. E26	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Pandoraea sp. E26
ncbi_1975707	Pantoea sp. FDAARGOS_194	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea sp. FDAARGOS_194
ncbi_1484157	Pantoea sp. PSNIH2	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea sp. PSNIH2
ncbi_1758190	Pantoea sp. PSNIH3	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea sp. PSNIH3
ncbi_1758191	Pantoea sp. PSNIH4	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea sp. PSNIH4
ncbi_1758192	Pantoea sp. PSNIH5	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea sp. PSNIH5
ncbi_1884370	Pantoea sp. YR512	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea sp. YR512
ncbi_1884372	Pantoea sp. YR525	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea sp. YR525
ncbi_2292242	Parabacteroides sp. AF18-52	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. AF18-52
ncbi_2292053	Parabacteroides sp. AM08-6	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. AM08-6
ncbi_1235803	Parabacteroides sp. ASF519	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. ASF519
ncbi_2025876	Parabacteroides sp. CT06	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. CT06
ncbi_658661	Parabacteroides sp. D25	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. D25
ncbi_2293124	Parabacteroides sp. OF04-13BH	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. OF04-13BH
ncbi_2558282	Parabacteroides sp. P14	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. P14
ncbi_2292363	Parabacteroides sp. TM07-1AC	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp. TM07-1AC
ncbi_2135695	Paraburkholderia sp. GV052	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia sp. GV052
ncbi_2135696	Paraburkholderia sp. GV060	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia sp. GV060
ncbi_2135697	Paraburkholderia sp. GV068	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia sp. GV068
ncbi_2135698	Paraburkholderia sp. GV072	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia sp. GV072
ncbi_2135699	Paraburkholderia sp. GV073	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia sp. GV073
ncbi_2094151	Paramuribaculum intestinale	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale
ncbi_1679001	Pasteurellaceae bacterium NI1060	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__|s__Pasteurellaceae bacterium NI1060
ncbi_2488635	Pectobacterium sp. A69-S13-O15	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Pectobacterium|s__Pectobacterium sp. A69-S13-O15
ncbi_2488636	Pectobacterium sp. A75-S21-O15	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Pectobacterium|s__Pectobacterium sp. A75-S21-O15
ncbi_2488637	Pectobacterium sp. CFBP1552	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Pectobacterium|s__Pectobacterium sp. CFBP1552
ncbi_1761882	Pedobacter sp. ok626	root|_d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter sp. ok626
ncbi_531813	Pelagibacterium halotolerans B2	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Pelagibacterium|s__Pelagibacterium halotolerans B2
ncbi_1881069	Pelagibacterium sp. H642	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Pelagibacterium|s__Pelagibacterium sp. H642
ncbi_1736529	Pelomonas sp. Root405	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Pelomonas|s__Pelomonas sp. Root405
ncbi_1736580	Pelomonas sp. Root662	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Pelomonas|s__Pelomonas sp. Root662
ncbi_1473155	Petrotoga sp. HKA.pet.4.5	root|_d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga sp. HKA.pet.4.5
ncbi_1307425	Petrotoga sp. HWH.PT.55.6.1	root|_d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga sp. HWH.PT.55.6.1
ncbi_1434330	Petrotoga sp. HWHPT.55.6.3	root|_d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga sp. HWHPT.55.6.3
ncbi_1469556	Petrotoga sp. Shatin.DS.tank11.9.2.9.3	root|_d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga sp. Shatin.DS.tank11.9.2.9.3
ncbi_1736445	Phenylobacterium sp. Root1290	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium sp. Root1290
ncbi_1736599	Phenylobacterium sp. Root77	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium sp. Root77
ncbi_2029684	Photorhabdus sp. S10-54	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S10-54
ncbi_2029686	Photorhabdus sp. S12-55	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S12-55
ncbi_2029689	Photorhabdus sp. S14-60	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S14-60
ncbi_2029688	Photorhabdus sp. S15-56	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S15-56
ncbi_2029687	Photorhabdus sp. S5P8-50	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S5P8-50
ncbi_2029690	Photorhabdus sp. S7-51	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S7-51
ncbi_2029682	Photorhabdus sp. S8-52	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S8-52
ncbi_2029683	Photorhabdus sp. S9-53	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Photorhabdus|s__Photorhabdus sp. S9-53
ncbi_2008676	Pigmentiphaga sp. NML030171	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pigmentiphaga|s__Pigmentiphaga sp. NML030171
ncbi_53371	Pilimelia anulata	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Pilimelia|s__Pilimelia anulata
ncbi_54306	Planktothrix mougeotii NIVA-CYA 405	root|_d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Planktothrix|s__Planktothrix mougeotii NIVA-CYA 405
ncbi_54307	Planktothrix prolifica NIVA-CYA 406	root|_d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae|g__Planktothrix|s__Planktothrix prolifica NIVA-CYA 406
ncbi_1931996	Planococcaceae bacterium	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__|s__Planococcaceae bacterium
ncbi_2058317	Planococcus sp. MB-3u-09	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus|s__Planococcus sp. MB-3u-09
ncbi_2058328	Planococcus sp. Urea-3u-39	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus|s__Planococcus sp. Urea-3u-39
ncbi_2058329	Planococcus sp. Urea-trap-24	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus|s__Planococcus sp. Urea-trap-24
ncbi_1735669	Plantibacter sp. Leaf1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Plantibacter|s__Plantibacter sp. Leaf1
ncbi_1736284	Plantibacter sp. Leaf171	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Plantibacter|s__Plantibacter sp. Leaf171
ncbi_1885025	Pleomorphomonas sp. SM30	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylocystaceae|g__Pleomorphomonas|s__Pleomorphomonas sp. SM30
ncbi_1743167	Polynucleobacter sp. QLW-P1DATA-2	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter sp. QLW-P1DATA-2
ncbi_1768773	Porphyrobacter sp. CCH7-A1	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter|s__Porphyrobacter sp. CCH7-A1
ncbi_2496269	Porphyromonadaceae bacterium SYSU GA16107	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__|s__Porphyromonadaceae bacterium SYSU GA16107
ncbi_2496270	Porphyromonadaceae bacterium SYSU GA16112	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__|s__Porphyromonadaceae bacterium SYSU GA16112
ncbi_658663	Porphyromonas sp. 31_2	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas sp. 31_2
ncbi_1676614	Prevotella sp. 109	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. 109
ncbi_2293125	Prevotella sp. AM42-24	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. AM42-24
ncbi_2024221	Prevotella sp. P3-92	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. P3-92
ncbi_2049047	Prevotellaceae bacterium	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__|s__Prevotellaceae bacterium
ncbi_1852368	Prevotellaceae bacterium Marseille-P2826	root|_d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__|s__Prevotellaceae bacterium Marseille-P2826
ncbi_1961084	Prochlorococcus sp. HOT208_60m_808G21	root|_d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus sp. HOT208_60m_808G21
ncbi_1961096	Prochlorococcus sp. HOT212_60m_824C06	root|_d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus sp. HOT212_60m_824C06
ncbi_1961099	Prochlorococcus sp. HOT212_60m_826P21	root|_d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus sp. HOT212_60m_826P21
ncbi_1499499	Prochlorococcus sp. MIT 0602	root|_d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus sp. MIT 0602
