NCBItaxID	Species	Taxonomy
ncbi_1581183	Clostridium sp. HMSC19B11	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19B11
ncbi_1581184	Clostridium sp. HMSC19B12	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19B12
ncbi_1581185	Clostridium sp. HMSC19C05	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19C05
ncbi_1581186	Clostridium sp. HMSC19C08	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19C08
ncbi_1581187	Clostridium sp. HMSC19C09	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19C09
ncbi_1581188	Clostridium sp. HMSC19C11	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19C11
ncbi_1581189	Clostridium sp. HMSC19D02	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19D02
ncbi_1581191	Clostridium sp. HMSC19D07	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19D07
ncbi_1581192	Clostridium sp. HMSC19E03	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. HMSC19E03
ncbi_1523154	Clostridium sp. IBUN125C	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. IBUN125C
ncbi_1523157	Clostridium sp. IBUN62F	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. IBUN62F
ncbi_1799534	Clostridium sp. link-BC1	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. link-BC1
ncbi_2126737	Clostridium sp. NJ4	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. NJ4
ncbi_2292311	Clostridium sp. OM02-18AC	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. OM02-18AC
ncbi_2293041	Clostridium sp. OM04-12AA	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. OM04-12AA
ncbi_2293044	Clostridium sp. OM05-6BH	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. OM05-6BH
ncbi_2293046	Clostridium sp. OM05-9BH	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. OM05-9BH
ncbi_2293047	Clostridium sp. OM07-10AC	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. OM07-10AC
ncbi_2293050	Clostridium sp. TF01-11	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. TF01-11
ncbi_2053669	Cobetia sp. ICG0124	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia sp. ICG0124
ncbi_1816691	Cohnella sp. 6021052837	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella sp. 6021052837
ncbi_1955714	Cohnella sp. CIP 111063	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella sp. CIP 111063
ncbi_2135472	Cohnella sp. OV312	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella sp. OV312
ncbi_1855288	Cohnella sp. OV330	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella sp. OV330
ncbi_1938751	Cohnella sp. SGD-V74	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella sp. SGD-V74
ncbi_742722	Collinsella sp. 4_8_47FAA	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. 4_8_47FAA
ncbi_2292208	Collinsella sp. AF04-24	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF04-24
ncbi_2292209	Collinsella sp. AF05-8-2	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF05-8-2
ncbi_2292210	Collinsella sp. AF05-9	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF05-9
ncbi_2292217	Collinsella sp. AF18-8	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF18-8
ncbi_2292218	Collinsella sp. AF18-8LB	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF18-8LB
ncbi_2292219	Collinsella sp. AF19-1LB	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF19-1LB
ncbi_2292220	Collinsella sp. AF19-7AC	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF19-7AC
ncbi_2292221	Collinsella sp. AF20-14LB	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF20-14LB
ncbi_2292222	Collinsella sp. AF23-2	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF23-2
ncbi_2292223	Collinsella sp. AF23-3LB	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF23-3LB
ncbi_2292224	Collinsella sp. AF23-4AC	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF23-4AC
ncbi_2292014	Collinsella sp. AF37-9	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF37-9
ncbi_2292016	Collinsella sp. AF39-11AT	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AF39-11AT
ncbi_2292018	Collinsella sp. AM10-11	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM10-11
ncbi_2292019	Collinsella sp. AM10-26	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM10-26
ncbi_2292020	Collinsella sp. AM10-27	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM10-27
ncbi_2292021	Collinsella sp. AM10-32	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM10-32
ncbi_2292022	Collinsella sp. AM10-48	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM10-48
ncbi_2292025	Collinsella sp. AM15-2	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM15-2
ncbi_2292028	Collinsella sp. AM18-10	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM18-10
ncbi_2292313	Collinsella sp. AM29-10AC	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM29-10AC
ncbi_2292315	Collinsella sp. AM33-4BH	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM33-4BH
ncbi_2292316	Collinsella sp. AM34-10	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM34-10
ncbi_2292318	Collinsella sp. AM38-1BH	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM38-1BH
ncbi_2292319	Collinsella sp. AM40-7AC	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. AM40-7AC
ncbi_2292327	Collinsella sp. OM06-18AC	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. OM06-18AC
ncbi_2292330	Collinsella sp. TF05-9AC	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TF05-9AC
ncbi_2018038	Collinsella sp. TF06-26	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TF06-26
ncbi_2292331	Collinsella sp. TF06-6AC	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TF06-6AC
ncbi_2292335	Collinsella sp. TF10-11AT	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TF10-11AT
ncbi_2292337	Collinsella sp. TF12-2AT	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TF12-2AT
ncbi_2292338	Collinsella sp. TM04-29	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TM04-29
ncbi_2292339	Collinsella sp. TM04-9	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TM04-9
ncbi_2292340	Collinsella sp. TM05-37	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp. TM05-37
ncbi_1380381	Colwellia sp. 8_GOM-1096m	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia|s__Colwellia sp. 8_GOM-1096m
ncbi_1718921	Colwellia sp. MT2012	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia|s__Colwellia sp. MT2012
ncbi_2029113	Comamonadaceae bacterium NML91-0035	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__|s__Comamonadaceae bacterium NML91-0035
ncbi_2029114	Comamonadaceae bacterium NML91-0036	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__|s__Comamonadaceae bacterium NML91-0036
ncbi_2494248	Comamonas sp. A23	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas sp. A23
ncbi_1505726	Convivina intestini	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Convivina|s__Convivina intestini
ncbi_2293058	Coprobacillus sp. AF13-15	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF13-15
ncbi_2293059	Coprobacillus sp. AF13-25	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF13-25
ncbi_2293060	Coprobacillus sp. AF13-4LB	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF13-4LB
ncbi_2293063	Coprobacillus sp. AF17-11AC	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF17-11AC
ncbi_2293064	Coprobacillus sp. AF17-17AC	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF17-17AC
ncbi_2292228	Coprobacillus sp. AF18-15LB	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF18-15LB
ncbi_2292229	Coprobacillus sp. AF18-40	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF18-40
ncbi_2293065	Coprobacillus sp. AF19-3	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF19-3
ncbi_2293066	Coprobacillus sp. AF24-1LB	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF24-1LB
ncbi_2293067	Coprobacillus sp. AF27-24BH	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF27-24BH
ncbi_2293068	Coprobacillus sp. AF29-3BH	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AF29-3BH
ncbi_2293079	Coprobacillus sp. AM29-13	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. AM29-13
ncbi_556270	Coprobacillus sp. D7	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. D7
ncbi_2293082	Coprobacillus sp. OF02-11LB	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus sp. OF02-11LB
ncbi_2293091	Coprococcus sp. AM14-16	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus sp. AM14-16
ncbi_2302944	Coprococcus sp. AM25-15LB	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus sp. AM25-15LB
ncbi_2302945	Coprococcus sp. AM25-4LB	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus sp. AM25-4LB
ncbi_2293093	Coprococcus sp. OM04-5BH	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus sp. OM04-5BH
ncbi_2011094	Coriobacteriaceae bacterium	root|_d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__|s__Coriobacteriaceae bacterium
ncbi_1164002	Corynebacteriaceae bacterium 'ARUP UnID 227'	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacteriaceae bacterium 'ARUP UnID 227'
ncbi_1232427	Corynebacterium ihumii	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium ihumii
ncbi_2080508	Corynebacterium sp. 19B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 19B
ncbi_2080507	Corynebacterium sp. 20A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 20A
ncbi_2080740	Corynebacterium sp. 2183	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 2183
ncbi_2079535	Corynebacterium sp. 2184	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 2184
ncbi_2173851	Corynebacterium sp. 2185	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 2185
ncbi_2173852	Corynebacterium sp. 2189	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 2189
ncbi_2080514	Corynebacterium sp. 3B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 3B
ncbi_2080506	Corynebacterium sp. 48B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 48B
ncbi_2080505	Corynebacterium sp. 49B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 49B
ncbi_2080504	Corynebacterium sp. 50A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 50A
ncbi_2080503	Corynebacterium sp. 51B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 51B
ncbi_2080502	Corynebacterium sp. 52A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 52A
ncbi_2080513	Corynebacterium sp. 5A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 5A
ncbi_2080512	Corynebacterium sp. 6A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 6A
ncbi_2080501	Corynebacterium sp. 71B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 71B
ncbi_2080500	Corynebacterium sp. 73A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 73A
ncbi_2080499	Corynebacterium sp. 74A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 74A
ncbi_2080511	Corynebacterium sp. 7B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. 7B
ncbi_1078764	Corynebacterium sp. HFH0082	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HFH0082
ncbi_1715027	Corynebacterium sp. HMSC055G02	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC055G02
ncbi_1739255	Corynebacterium sp. HMSC063G05	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC063G05
ncbi_1739545	Corynebacterium sp. HMSC064E07	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC064E07
ncbi_1715160	Corynebacterium sp. HMSC064H12	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC064H12
ncbi_1739502	Corynebacterium sp. HMSC065A05	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC065A05
ncbi_1739382	Corynebacterium sp. HMSC065H09	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC065H09
ncbi_1739464	Corynebacterium sp. HMSC070B05	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC070B05
ncbi_1715136	Corynebacterium sp. HMSC072B08	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC072B08
ncbi_1739489	Corynebacterium sp. HMSC072B09	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC072B09
ncbi_1715039	Corynebacterium sp. HMSC072G08	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC072G08
ncbi_1739353	Corynebacterium sp. HMSC073B01	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC073B01
ncbi_1739514	Corynebacterium sp. HMSC074C04	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC074C04
ncbi_1739256	Corynebacterium sp. HMSC077C02	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC077C02
ncbi_1739478	Corynebacterium sp. HMSC078C09	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC078C09
ncbi_1581090	Corynebacterium sp. HMSC11H10	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC11H10
ncbi_1581103	Corynebacterium sp. HMSC14H10	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. HMSC14H10
ncbi_2320431	Corynebacterium sp. KL0182	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KL0182
ncbi_2320456	Corynebacterium sp. KL0957	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KL0957
ncbi_1203557	Corynebacterium sp. KPL1814	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KPL1814
ncbi_1203558	Corynebacterium sp. KPL1817	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KPL1817
ncbi_1203560	Corynebacterium sp. KPL1821	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KPL1821
ncbi_1203564	Corynebacterium sp. KPL1857	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KPL1857
ncbi_1203567	Corynebacterium sp. KPL1860	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KPL1860
ncbi_1203619	Corynebacterium sp. KPL1986	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KPL1986
ncbi_1203624	Corynebacterium sp. KPL1995	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp. KPL1995
