	superkingdom		phylum		class		order		family		genus		species	Full	SciNameFull_found
d__	Viruses	|p__	Negarnaviricota	|c__	Ellioviricetes	|o__	Bunyavirales	|f__	Nairoviridae	|g__	Orthonairovirus			d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Nairoviridae|g__Orthonairovirus	Orthonairovirus
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Pneumoviridae	|g__	Orthopneumovirus			d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Pneumoviridae|g__Orthopneumovirus	Orthopneumovirus
d__	Viruses							|f__	Nudiviridae	|g__	Alphanudivirus	|s__	Oryctes rhinoceros nudivirus	d__Viruses|f__Nudiviridae|g__Alphanudivirus|s__Oryctes rhinoceros nudivirus	Oryctes rhinoceros nudivirus
d__	Bacteria	|p__	Cyanobacteria			|o__	Oscillatoriales					|s__	Oscillatoriales cyanobacterium JSC-12	d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|s__Oscillatoriales cyanobacterium JSC-12	Oscillatoriales cyanobacterium JSC-12
d__	Bacteria	|p__	Cyanobacteria			|o__	Oscillatoriales					|s__	Oscillatoriales cyanobacterium MTP1	d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|s__Oscillatoriales cyanobacterium MTP1	Oscillatoriales cyanobacterium MTP1
d__	Viruses					|o__	Herpesvirales	|f__	Malacoherpesviridae	|g__	Ostreavirus	|s__	Ostreid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Malacoherpesviridae|g__Ostreavirus|s__Ostreid herpesvirus 1	Ostreid herpesvirus 1
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Otomops martiensseni polyomavirus 2	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Otomops martiensseni polyomavirus 2	Otomops martiensseni polyomavirus 2
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Otomops martiensseni polyomavirus 2	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Otomops martiensseni polyomavirus 2	Otomops martiensseni polyomavirus 2
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Macavirus	|s__	Ovine gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Ovine gammaherpesvirus 2	Ovine gammaherpesvirus 2
d__	Viruses	|p__	Negarnaviricota	|c__	Ellioviricetes	|o__	Bunyavirales	|f__	Peribunyaviridae	|g__	Pacuvirus	|s__	Pacui pacuvirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Pacuvirus|s__Pacui pacuvirus	Pacui pacuvirus
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Paenibacillaceae					d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	Paenibacillaceae
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Paenibacillaceae	|g__	Paenibacillus	|s__	Paenibacillus sp. IHB B 3084	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. IHB B 3084	Paenibacillus sp. IHB B 3084
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Paenibacillaceae	|g__	Paenibacillus	|s__	Paenibacillus sp. IHB B 3415	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. IHB B 3415	Paenibacillus sp. IHB B 3415
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Pan troglodytes polyomavirus 4	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pan troglodytes polyomavirus 4	Pan troglodytes polyomavirus 4
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Simplexvirus	|s__	Panine alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Panine alphaherpesvirus 3	Panine alphaherpesvirus 3
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Simplexvirus	|s__	Panine alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Panine alphaherpesvirus 3	Panine alphaherpesvirus 3
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Cytomegalovirus	|s__	Panine betaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Panine betaherpesvirus 2	Panine betaherpesvirus 2
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Simplexvirus	|s__	Papiine alphaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Papiine alphaherpesvirus 2	Papiine alphaherpesvirus 2
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Lymphocryptovirus	|s__	Papiine gammaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Papiine gammaherpesvirus 1	Papiine gammaherpesvirus 1
d__	Viruses							|f__	Papillomaviridae					d__Viruses|f__Papillomaviridae	Papillomaviridae
d__	Viruses							|f__	Papillomaviridae					d__Viruses|f__Papillomaviridae	Papillomaviridae
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Papio cynocephalus polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Papio cynocephalus polyomavirus 1	Papio cynocephalus polyomavirus 1
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Papio cynocephalus polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Papio cynocephalus polyomavirus 1	Papio cynocephalus polyomavirus 1
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Vhulanivirus	|s__	Paracoccus virus Shpa	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Vhulanivirus|s__Paracoccus virus Shpa	Paracoccus virus Shpa
d__	Viruses							|f__	Phycodnaviridae	|g__	Chlorovirus	|s__	Paramecium bursaria Chlorella virus 1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus 1	Paramecium bursaria Chlorella virus 1
d__	Viruses							|f__	Phycodnaviridae	|g__	Chlorovirus	|s__	Paramecium bursaria Chlorella virus A1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus A1	Paramecium bursaria Chlorella virus A1
d__	Viruses							|f__	Phycodnaviridae	|g__	Chlorovirus	|s__	Paramecium bursaria Chlorella virus A1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus A1	Paramecium bursaria Chlorella virus A1
d__	Viruses							|f__	Phycodnaviridae	|g__	Chlorovirus	|s__	Paramecium bursaria Chlorella virus A1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus A1	Paramecium bursaria Chlorella virus A1
d__	Viruses							|f__	Phycodnaviridae	|g__	Chlorovirus	|s__	Paramecium bursaria Chlorella virus AR158	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus AR158	Paramecium bursaria Chlorella virus AR158
d__	Viruses							|f__	Phycodnaviridae	|g__	Chlorovirus	|s__	Paramecium bursaria Chlorella virus NY2A	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus NY2A	Paramecium bursaria Chlorella virus NY2A
d__	Viruses							|f__	Phycodnaviridae	|g__	Chlorovirus	|s__	Paramecium bursaria Chlorella virus NYs1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus NYs1	Paramecium bursaria Chlorella virus NYs1
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae					d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae	Paramyxoviridae
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Paramyxoviridae					d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae	Paramyxoviridae
d__	Viruses							|f__	Poxviridae	|g__	Parapoxvirus	|s__	Parapoxvirus of red deer in New Zealand	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Parapoxvirus of red deer in New Zealand	Parapoxvirus of red deer in New Zealand
d__	Viruses							|f__	Poxviridae	|g__	Parapoxvirus	|s__	Parapoxvirus of red deer in New Zealand	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Parapoxvirus of red deer in New Zealand	Parapoxvirus of red deer in New Zealand
d__	Viruses							|f__	Parvoviridae					d__Viruses|f__Parvoviridae	Parvoviridae
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Bornaviridae	|g__	Orthobornavirus	|s__	Passeriform 1 orthobornavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Passeriform 1 orthobornavirus	Passeriform 1 orthobornavirus
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Bornaviridae	|g__	Orthobornavirus	|s__	Passeriform 1 orthobornavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Passeriform 1 orthobornavirus	Passeriform 1 orthobornavirus
d__	Viruses					|o__	Tymovirales	|f__	Betaflexiviridae	|g__	Carlavirus	|s__	Passiflora latent virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Passiflora latent virus	Passiflora latent virus
d__	Viruses							|f__	Potyviridae	|g__	Potyvirus	|s__	Passion fruit woodiness virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Passion fruit woodiness virus	Passion fruit woodiness virus
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Pasteurellales	|f__	Pasteurellaceae					d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	Pasteurellaceae
d__	Viruses							|f__	Virgaviridae	|g__	Tobravirus	|s__	Pea early-browning virus	d__Viruses|f__Virgaviridae|g__Tobravirus|s__Pea early-browning virus	Pea early-browning virus
d__	Bacteria	|p__	Tenericutes	|c__	Mollicutes	|o__	Acholeplasmatales	|f__	Acholeplasmataceae	|g__	Candidatus Phytoplasma	|s__	Peanut witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Peanut witches'-broom phytoplasma	Peanut witches'-broom phytoplasma
d__	Bacteria	|p__	Tenericutes	|c__	Mollicutes	|o__	Acholeplasmatales	|f__	Acholeplasmataceae	|g__	Candidatus Phytoplasma	|s__	Peanut witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Peanut witches'-broom phytoplasma	Peanut witches'-broom phytoplasma
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae			|s__	Pectobacterium bacteriophage PM2	d__Viruses|o__Caudovirales|f__Myoviridae|s__Pectobacterium bacteriophage PM2	Pectobacterium bacteriophage PM2
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Myunavirus	|s__	Pectobacterium virus My1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Myunavirus|s__Pectobacterium virus My1	Pectobacterium virus My1
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Phimunavirus	|s__	Pectobacterium virus PP90	d__Viruses|o__Caudovirales|f__Podoviridae|g__Phimunavirus|s__Pectobacterium virus PP90	Pectobacterium virus PP90
d__	Viruses							|f__	Flaviviridae	|g__	Pegivirus	|s__	Pegivirus C	d__Viruses|f__Flaviviridae|g__Pegivirus|s__Pegivirus C	Pegivirus C
d__	Bacteria	|p__	Firmicutes	|c__	Negativicutes	|o__	Selenomonadales	|f__	Sporomusaceae	|g__	Pelosinus	|s__	Pelosinus sp. HCF1	d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus|s__Pelosinus sp. HCF1	Pelosinus sp. HCF1
d__	Viruses							|f__	Nudiviridae			|s__	Penaeus monodon nudivirus	d__Viruses|f__Nudiviridae|s__Penaeus monodon nudivirus	Penaeus monodon nudivirus
d__	Eukaryota	|p__	Ascomycota	|c__	Eurotiomycetes	|o__	Eurotiales	|f__	Aspergillaceae	|g__	Penicillium			d__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium	Penicillium
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Perigonia lusca nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Perigonia lusca nucleopolyhedrovirus	Perigonia lusca nucleopolyhedrovirus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Perigonia lusca nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Perigonia lusca nucleopolyhedrovirus	Perigonia lusca nucleopolyhedrovirus
d__	Viruses							|f__	Reoviridae	|g__	Orbivirus	|s__	Peruvian horse sickness virus	d__Viruses|f__Reoviridae|g__Orbivirus|s__Peruvian horse sickness virus	Peruvian horse sickness virus
d__	Viruses							|f__	Flaviviridae	|g__	Pestivirus	|s__	Pestivirus D	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus D	Pestivirus D
d__	Viruses							|f__	Flaviviridae	|g__	Pestivirus	|s__	Pestivirus F	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus F	Pestivirus F
d__	Viruses							|f__	Flaviviridae	|g__	Pestivirus	|s__	Pestivirus K	d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus K	Pestivirus K
d__	Viruses							|f__	Phycodnaviridae	|g__	Prymnesiovirus	|s__	Phaeocystis globosa virus	d__Viruses|f__Phycodnaviridae|g__Prymnesiovirus|s__Phaeocystis globosa virus	Phaeocystis globosa virus
d__	Viruses	|p__	Negarnaviricota	|c__	Ellioviricetes	|o__	Bunyavirales	|f__	Phenuiviridae	|g__	Phlebovirus			d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Phenuiviridae|g__Phlebovirus	Phlebovirus
d__	Viruses							|f__	Hypoviridae	|g__	Hypovirus	|s__	Phomopsis longicolla hypovirus	d__Viruses|f__Hypoviridae|g__Hypovirus|s__Phomopsis longicolla hypovirus	Phomopsis longicolla hypovirus
d__	Viruses							|f__	Adenoviridae	|g__	Aviadenovirus	|s__	Pigeon aviadenovirus A	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus A	Pigeon aviadenovirus A
d__	Viruses							|f__	Adenoviridae	|g__	Aviadenovirus	|s__	Pigeon aviadenovirus A	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus A	Pigeon aviadenovirus A
d__	Viruses							|f__	Adenoviridae	|g__	Aviadenovirus	|s__	Pigeon aviadenovirus B	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus B	Pigeon aviadenovirus B
d__	Viruses							|f__	Adenoviridae	|g__	Aviadenovirus	|s__	Pigeon aviadenovirus B	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus B	Pigeon aviadenovirus B
d__	Viruses	|p__	Negarnaviricota	|c__	Ellioviricetes	|o__	Bunyavirales	|f__	Fimoviridae	|g__	Emaravirus	|s__	Pigeonpea sterility mosaic emaravirus 1	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus|s__Pigeonpea sterility mosaic emaravirus 1	Pigeonpea sterility mosaic emaravirus 1
d__	Viruses					|o__	Ortervirales	|f__	Caulimoviridae	|g__	Badnavirus	|s__	Pineapple bacilliform CO virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Pineapple bacilliform CO virus	Pineapple bacilliform CO virus
d__	Viruses					|o__	Nidovirales	|f__	Mononiviridae	|g__	Alphamononivirus	|s__	Planidovirus 1	d__Viruses|o__Nidovirales|f__Mononiviridae|g__Alphamononivirus|s__Planidovirus 1	Planidovirus 1
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae			|s__	Plautia stali symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Plautia stali symbiont	Plautia stali symbiont
d__	Eukaryota	|p__	Ascomycota	|c__	Dothideomycetes	|o__	Pleosporales							d__Eukaryota|p__Ascomycota|c__Dothideomycetes|o__Pleosporales	Pleosporales
d__	Eukaryota	|p__	Ascomycota	|c__	Dothideomycetes	|o__	Pleosporales							d__Eukaryota|p__Ascomycota|c__Dothideomycetes|o__Pleosporales	Pleosporales
d__	Bacteria	|p__	Cyanobacteria			|o__	Pleurocapsales	|f__	Hyellaceae	|g__	Pleurocapsa	|s__	Pleurocapsa minor	d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa|s__Pleurocapsa minor	Pleurocapsa minor
d__	Viruses							|f__	Baculoviridae	|g__	Betabaculovirus	|s__	Plodia interpunctella granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Plodia interpunctella granulovirus	Plodia interpunctella granulovirus
d__	Viruses							|f__	Potyviridae	|g__	Potyvirus	|s__	Plum pox virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Plum pox virus	Plum pox virus
d__	Viruses							|f__	Baculoviridae	|g__	Betabaculovirus	|s__	Plutella xylostella granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Plutella xylostella granulovirus	Plutella xylostella granulovirus
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae					d__Viruses|o__Caudovirales|f__Podoviridae	Podoviridae
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae					d__Viruses|o__Caudovirales|f__Podoviridae	Podoviridae
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae					d__Viruses|o__Caudovirales|f__Podoviridae	Podoviridae
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae					d__Viruses|o__Caudovirales|f__Podoviridae	Podoviridae
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae					d__Viruses|o__Caudovirales|f__Podoviridae	Podoviridae
d__	Eukaryota	|p__	Basidiomycota	|c__	Agaricomycetes	|o__	Polyporales							d__Eukaryota|p__Basidiomycota|c__Agaricomycetes|o__Polyporales	Polyporales
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Pongo abelii polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pongo abelii polyomavirus 1	Pongo abelii polyomavirus 1
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Pongo abelii polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pongo abelii polyomavirus 1	Pongo abelii polyomavirus 1
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Porcine mastadenovirus A	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Porcine mastadenovirus A	Porcine mastadenovirus A
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Porcine mastadenovirus A	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Porcine mastadenovirus A	Porcine mastadenovirus A
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Cellvibrionales	|f__	Porticoccaceae					d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Porticoccaceae	Porticoccaceae
d__	Viruses							|f__	Luteoviridae	|g__	Polerovirus	|s__	Potato leafroll virus	d__Viruses|f__Luteoviridae|g__Polerovirus|s__Potato leafroll virus	Potato leafroll virus
d__	Viruses							|f__	Tombusviridae	|g__	Aureusvirus	|s__	Pothos latent virus	d__Viruses|f__Tombusviridae|g__Aureusvirus|s__Pothos latent virus	Pothos latent virus
d__	Viruses							|f__	Poxviridae					d__Viruses|f__Poxviridae	Poxviridae
d__	Viruses							|f__	Poxviridae					d__Viruses|f__Poxviridae	Poxviridae
d__	Viruses							|f__	Poxviridae					d__Viruses|f__Poxviridae	Poxviridae
d__	Bacteria	|p__	Bacteroidetes	|c__	Bacteroidia	|o__	Bacteroidales	|f__	Prevotellaceae	|g__	Prevotella	|s__	Prevotella aff. ruminicola Tc2-24	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella aff. ruminicola Tc2-24	Prevotella aff. ruminicola Tc2-24
d__	Bacteria	|p__	Bacteroidetes	|c__	Bacteroidia	|o__	Bacteroidales	|f__	Prevotellaceae	|g__	Prevotella	|s__	Prevotella sp. S7 MS 2	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. S7 MS 2	Prevotella sp. S7 MS 2
d__	Viruses							|f__	Parvoviridae	|g__	Bocaparvovirus	|s__	Primate bocaparvovirus 2	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Primate bocaparvovirus 2	Primate bocaparvovirus 2
d__	Viruses							|f__	Parvoviridae	|g__	Bocaparvovirus	|s__	Primate bocaparvovirus 2	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Primate bocaparvovirus 2	Primate bocaparvovirus 2
d__	Viruses							|f__	Parvoviridae	|g__	Erythroparvovirus	|s__	Primate erythroparvovirus 3	d__Viruses|f__Parvoviridae|g__Erythroparvovirus|s__Primate erythroparvovirus 3	Primate erythroparvovirus 3
d__	Viruses							|f__	Parvoviridae	|g__	Erythroparvovirus	|s__	Primate erythroparvovirus 3	d__Viruses|f__Parvoviridae|g__Erythroparvovirus|s__Primate erythroparvovirus 3	Primate erythroparvovirus 3
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus Attacne	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Attacne	Propionibacterium virus Attacne
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Doucettevirus	|s__	Propionibacterium virus B22	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Doucettevirus|s__Propionibacterium virus B22	Propionibacterium virus B22
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Doucettevirus	|s__	Propionibacterium virus E6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Doucettevirus|s__Propionibacterium virus E6	Propionibacterium virus E6
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus Kubed	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Kubed	Propionibacterium virus Kubed
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus MrAK	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus MrAK	Propionibacterium virus MrAK
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus P1.1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P1.1	Propionibacterium virus P1.1
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus P101A	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P101A	Propionibacterium virus P101A
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus P104A	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P104A	Propionibacterium virus P104A
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus PA6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PA6	Propionibacterium virus PA6
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus Pacnes201215	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Pacnes201215	Propionibacterium virus Pacnes201215
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Pahexavirus	|s__	Propionibacterium virus PAD20	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PAD20	Propionibacterium virus PAD20
