Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.A0102	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
Pseudomonas amygdali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas syringae group genomosp. 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas toyotomiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. 37 R 15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. CF150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. GM24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. NFACC42-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rugamonas rubra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piscirickettsia salmonis	0	0	0	390	528	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	746	0	390	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	337	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aliivibrio fischeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio agarivorans	0	0	0	515	646	532	0	0	0	0	0	0	0	0	0	0	0	0	264	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	278	0	0	0	0	0	585	0	344	0	1027	0	416	0	671	0	0	0	0	0	0	0	0	0	0	0	306	0	493	342	0	0	0	0	0	0	0	0	287	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio cyclitrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17175	4450	5332	5417	12644	0	2597	972	13963	0	0	0	0	0	4067	2223	0	5947	0	0
Vibrio owensii	0	0	348	739	889	759	0	0	0	0	0	0	0	0	0	0	0	0	336	0	360	0	0	303	0	0	0	0	0	0	329	0	0	0	0	401	0	0	0	0	0	364	0	0	0	320	0	809	0	448	0	1353	0	576	0	859	0	0	0	0	0	282	0	0	0	0	0	346	0	620	455	0	0	0	320	378	0	0	405	332	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas sp. Root630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas sp. CC120223-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas hortorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia abortus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema denticola	11757	14917	9750	10133	373	2442	0	6045	8079	0	488	0	0	7762	0	1742	0	10513	27690	332	20457	2576	1169	652	1522	0	0	3616	0	1170	11396	2263	2414	21524	46249	19396	959	41940	4191	1064	1090	59122	6727	2742	69866	27075	544	79713	4433	5353	1811	16300	0	8644	531	262	0	1647	0	2902	1609	25026	453	29107	4555	589	877	18656	0	18677	31339	808	1449	3438	10067	602	0	0	362	6267	3782	5225	0	19046	74185	263355	240084	43564	0	0	418064	349476	57917	5932	2976	9934	0	0	0	86802	9329	0	0	131559	0	70765	0	0	92815	0	6881	0	0
Treponema lecithinolyticum	249	294	408	1060	0	0	0	0	696	0	0	0	0	4655	0	0	0	368	2465	0	536	0	0	0	0	0	0	0	0	403	564	0	381	898	1349	580	0	584	403	0	435	942	0	0	2358	462	0	2570	396	0	0	357	0	334	285	0	0	319	0	0	358	465	0	725	0	0	0	667	0	667	1029	0	0	0	641	1644	0	0	0	653	552	358	0	0	0	118378	52803	0	0	0	15494	35362	25095	0	0	82987	0	0	0	64688	4203	0	0	71803	19739	41649	0	0	54371	31645	16083	0	0
Treponema maltophilum	3349	4590	2342	3598	0	1106	0	1514	12202	1362	0	2147	1926	2758	0	11444	406	14551	5353	1292	7474	2295	4469	373	1105	0	0	3765	320	11372	3499	5113	16374	19310	22033	7885	1192	8818	3645	6119	17625	9900	1394	6747	24551	5346	2284	12849	7755	2789	5747	2894	473	1996	16710	0	367	933	0	637	3827	6939	1563	14572	6134	3855	540	3720	0	5842	14202	2687	2606	10902	3393	851	0	0	0	3050	2688	7882	0	12170	33616	123285	147841	41377	7414	7646	233318	359479	520334	3436	6432	2854	0	3971	0	48075	28264	0	0	28697	0	8465	0	0	36549	0	5333	7030	0
Treponema medium	782	1123	5091	5945	152	1148	0	1367	10881	0	0	0	417	12567	0	301	645	1518	7005	0	5357	1904	1317	249	1535	0	0	810	0	3046	4071	421	2583	8358	11471	2847	2107	8759	6925	0	1690	11214	1583	649	24012	4050	0	16314	4100	1773	0	3645	0	2182	375	0	0	0	0	1789	4071	8138	1105	5144	325	496	495	5453	0	6738	5562	417	2279	2363	2411	1222	0	0	0	1641	3346	3514	0	0	8726	12385	34036	0	9792	0	32124	86665	122093	47987	23010	70920	0	0	0	74882	44479	0	0	63539	0	49864	4981	0	58276	0	15555	0	0
Treponema pedis	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	275	0	0	0	0	0	347	0	0	351	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	394	0	440	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema phagedenis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema putidum	1028	1400	569	1916	0	657	0	486	496	0	0	0	0	447	0	0	0	6821	1552	0	2489	0	0	0	0	0	0	615	0	321	0	618	2432	1660	16947	1731	0	2013	333	0	843	4311	976	363	5282	3496	616	5424	491	1576	0	1070	0	615	0	0	0	0	0	0	0	2714	0	4804	1683	0	0	2385	0	4593	17696	0	0	819	581	0	0	0	0	0	0	0	0	0	0	0	37555	0	0	0	16002	24837	0	0	0	0	0	0	0	4042	1467	0	0	2265	0	0	0	0	2180	0	0	0	0
Treponema socranskii	11364	12498	8842	7193	0	1847	0	2543	34402	10379	1598	2319	3861	13995	3459	9213	1256	17766	11163	8615	10669	4191	12181	3507	5860	664	1742	5402	3525	27138	8272	11459	19613	18514	20447	15662	10369	24045	18268	9054	28877	19621	1786	9522	21181	7606	5149	8911	18371	5159	7790	3858	7913	2677	34202	366	15206	1093	0	907	17774	8765	14173	13293	9264	24839	4860	3618	0	5606	17513	9892	8101	26513	3326	839	2144	1949	4226	5115	12054	13961	0	17270	22066	107212	174072	121878	141143	11571	368104	461600	749121	30843	26821	64791	0	30076	0	95119	198858	0	8105	69982	0	38867	14164	5365	67160	4861	45384	30200	0
Treponema succinifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema vincentii	1473	2327	6674	5763	246	720	0	1040	26626	0	0	449	0	3261	0	1191	308	2220	2240	1168	5089	2407	7938	0	1663	0	0	342	400	10490	1374	378	3799	18895	9772	1741	2565	2574	4095	0	1864	5584	1124	1284	21033	1830	493	6526	3838	1597	0	1115	0	1071	536	0	0	0	0	731	10905	4416	2286	5397	1536	2610	607	4169	0	5534	4378	745	3055	4442	1394	312	443	367	0	587	2014	1003	0	0	0	20714	24903	0	14836	0	9018	21371	36302	13227	5708	17870	0	5278	0	50200	28816	0	0	31904	0	13223	0	0	19682	0	5370	0	0
Treponema sp. OMZ 838	1979	2871	4658	4792	139	2648	0	1539	11428	0	0	1266	478	11727	0	991	853	2644	5407	0	6233	2053	1462	257	1559	0	0	1528	0	3019	10310	990	4027	7852	11225	3115	1911	14502	5857	306	2034	11694	1696	1367	18723	4879	0	13267	4932	1683	305	5152	0	2079	607	0	0	0	0	2360	3912	11833	1075	7206	503	534	437	5178	0	6414	4609	390	4406	2067	2210	1780	0	0	0	2975	3692	5673	0	0	21208	13138	26977	0	11400	0	29352	51469	125453	53295	26004	81495	0	2987	0	64439	52333	0	0	70173	0	48244	5064	0	105533	0	17860	0	0
Aminobacterium colombiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminomonas paucivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7422	8078	18127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonquetella anthropi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10870	0	0	0	0	0	3875	8857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermanaerovibrio acidaminovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobaculum sp. oral taxon 183	0	0	2858	0	0	0	44280	6929	55320	0	112442	0	171557	153634	62190	0	4009	28479	542	4187	1122	6191	150759	73979	16143	102097	456	355	68733	695	2857	0	18662	12854	6006	0	42419	8673	35027	0	0	0	1356	3200	0	0	547424	0	10840	0	0	0	12002	0	0	0	40761	0	0	35340	107362	0	356	0	500	4637	107724	0	1236	0	0	31214	31609	1617	0	303	5346	4583	93191	0	18501	235887	0	0	0	0	0	0	0	0	0	0	9897	360151	312859	107309	10640	2299374	211284	6696	312490	104626	4976847	259865	16360	277729	458798	3101	917154	462467	0	434975	39185
Actinomyces bouchesdurhonensis	0	0	0	440	0	254	0	0	0	0	0	578	0	0	0	2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683	0	0	794	0	0	0	0	0	1812	674	0	481	0	265	0	0	0	0	585	0	0	321	1005	0	0	0	0	0	0	437	0	789	0	626	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8190	12880	10587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces culturomici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	370	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces dentalis	95065	118756	94184	259703	4781	18149	37027	9879	134907	24756	159689	1140	34214	119763	64186	34901	14463	54873	56901	233602	60779	58201	94567	43704	101554	48055	358140	50220	187923	162972	39528	59726	119197	60597	113921	19510	137199	82994	218948	15567	158241	25508	42431	103642	181689	23363	172670	47613	162120	9421	35867	24828	124940	4070	141107	5273	345277	19742	0	21594	103864	5417	157241	19051	247082	201591	134769	32541	364848	11546	39820	142739	16753	87772	13414	28909	358118	314306	51336	7414	105945	67942	9577	21837	0	2148454	2975875	1339273	359546	78081	4812826	6131240	7591360	150433	40764	74950	0	169344	15425	93152	24239	4699	129930	26174	32735	193958	40980	28950	65417	403024	15883	227847	5522
Actinomyces denticolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	286	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0
Actinomyces gaoshouyii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	406	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces gerencseriae	2382	3216	4501	6353	1794	2216	7362	3018	35415	1354	20129	0	6661	41453	65007	1169	3083	5271	2491	4462	2305	8853	132494	58083	11207	188907	2311	3163	29296	4094	1716	3635	4704	2772	10746	3897	45409	4267	54564	3871	6040	1480	3224	5509	3283	2634	10966	1151	7194	1794	1468	1312	42355	2233	3106	4282	249121	10722	0	1647	6039	1029	4537	3829	11685	9569	28007	2028	2250	1239	942	7864	9032	3529	1508	6491	4594	4014	71770	2915	6701	294022	7562	19994	0	416959	191319	103483	25795	11340	164417	116400	594539	18975	10986	56158	8940	54590	16499	25461	10962	299191	178658	7477	285332	303323	131026	166408	48812	176861	16024	1002267	57574
Actinomyces glycerinitolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	471	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces graevenitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces israelii	13541	18110	71277	87139	25874	2452	21671	3192	34652	1870	7993	0	4415	27843	5446	10932	3298	27902	9931	40557	19342	27869	21252	12747	36305	20447	6213	39816	41514	67359	6552	4638	36328	21252	27403	4025	24809	6573	38654	8015	52116	8244	7097	28903	18280	3032	71965	6565	32836	2900	28181	6796	43865	10487	46636	2088	25112	126134	0	7527	38875	791	73991	7923	191817	39698	42613	4634	8357	920	3019	37785	5749	34349	6372	3338	46760	40142	15266	439	21238	9293	17316	21410	5922	862040	1335948	367507	122850	86873	1473852	1110389	2364388	20459	8426	52354	7790	15366	5592	14560	0	16704	7560	7026	16176	22642	8318	1761	64340	31061	2847	64129	21195
Actinomyces johnsonii	3172	4285	1048	1216	3028	10847	8625	8494	5253	7652	3380	1067	8561	15948	37854	1102	6597	634	1760	8327	2065	14435	2395	1811	8205	4813	348	1319	10957	1056	27841	11225	2424	1708	1508	20233	1290	1154	2281	17971	5383	1126	22119	10341	5775	9549	10191	1241	2660	14286	0	2620	1351	16243	461	8594	7117	5413	0	12231	4991	7014	673	13413	13201	1240	1324	9780	686	7258	550	4057	19219	2237	9931	7205	1259	1057	2084	22627	6463	11323	821	150262	7706	132015	84602	20661	6895	39974	38418	15963	138200	26194	60457	49025	142381	10884	59273	2020	3052	24662	96252	13323	20984	60494	78809	11000	21495	250554	27903	97798	18124
Actinomyces massiliensis	9313	12258	8162	4241	2710	19304	448049	123734	31237	25432	2704	5635	38911	16191	24979	8821	33347	2094	24309	4670	6996	61169	12088	3765	52986	49671	748	79935	35688	4874	21599	23687	6145	37203	2224	7811	6939	34057	5908	3273	3743	26692	140167	6802	4002	1810	16923	12902	14349	7273	1625	25935	3303	52181	3002	5181	11442	7381	0	20369	4504	3167	48534	8243	16136	3162	58380	3388	1106	9297	486	12309	15233	33050	6328	30808	6990	5908	1588	4777	10296	71271	3848	19330	0	230774	295774	959230	39805	315756	215764	53830	185323	363307	81833	286711	445906	152704	403784	5761	16447	1201084	394265	13370	1492048	170518	780053	42193	166255	808378	199883	1512401	165555
Actinomyces naeslundii	9884	14084	4202	3918	11030	30395	13667	21644	35230	72181	12909	2990	47783	79207	41445	2547	56329	1671	6373	6552	90329	45740	13896	13367	152314	64211	1169	16135	23458	4329	33460	32043	5410	19290	2884	58965	8413	12137	11234	54021	17420	6572	19737	36350	2587	27800	3687	4243	8669	39751	426	9125	15029	52403	1270	28231	24996	21515	4	62307	14190	21323	4830	35309	9249	5845	62766	37306	1361	27867	1588	22452	55866	6997	25332	31163	3699	3395	14319	67253	29717	70661	3813	612841	38348	310091	338324	138611	33422	117686	159852	68460	99451	223256	152794	216626	746666	370587	580794	10901	18315	172910	954880	88749	168814	632462	387657	37092	265878	308754	554639	1353228	192325
Actinomyces oris	8413	11846	23053	13800	325562	62370	89486	39345	24216	34798	129510	61457	81512	60394	110340	48591	144518	1439	60664	35997	48523	87925	7142	7052	18868	78886	14022	21178	4744	24371	54760	54289	8751	71239	7394	49857	18692	19055	17340	39221	15163	9913	48063	69686	3382	21292	31542	4796	11061	42285	657	11038	9092	129207	2523	25313	27438	23578	26	52877	24200	15027	40502	95252	93744	31546	49713	47641	8906	36233	1686	15130	18449	4825	52604	123260	82981	71729	3453	69160	21156	14884	75354	362077	54649	349584	988154	3272271	341449	243750	201419	231067	60593	1197839	173994	947176	3636793	515523	2407477	168219	52545	2510969	5404020	83805	1756105	765617	1832062	741855	181634	1155566	913022	1103195	1328056
Actinomyces radicidentis	676	849	0	551	0	451	704	838	0	2440	0	0	0	0	0	1729	0	0	5952	0	302	0	0	258	0	0	0	1720	0	0	657	6004	723	0	6055	1115	0	1727	0	5503	10092	2480	1882	1527	396	5351	595	0	0	2640	0	316	0	373	0	0	0	0	0	396	0	1532	0	4160	4336	0	0	690	0	537	598	0	0	656	1832	0	0	0	0	382	0	529	473	21397	0	77714	31933	0	43374	0	119538	13846	8348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces ruminicola	641	794	370	912	0	259	512	432	0	851	0	0	0	439	0	713	0	0	2349	427	311	311	0	262	350	413	304	1025	410	390	342	2251	479	0	2453	685	0	856	554	2095	3999	945	911	1358	667	2155	543	253	0	1022	0	310	479	0	361	0	832	0	0	0	292	545	349	1565	2399	440	513	388	458	360	426	0	0	617	638	317	452	364	0	0	289	657	494	8704	0	38985	21957	5958	16920	0	70117	29777	33510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
