#Datasets	ERR1474564.unmapped	ERR1474565.unmapped	ERR1474566.unmapped	ERR1474567.unmapped	ERR1474568.unmapped	ERR1474569.unmapped	ERR1474570.unmapped	ERR1474571.unmapped	ERR1474572.unmapped	ERR1474573.unmapped	ERR1474574.unmapped	ERR1474575.unmapped	ERR1474576.unmapped	ERR1474577.unmapped	ERR1474578.unmapped	ERR1474579.unmapped	ERR1474580.unmapped	ERR1474581.unmapped	ERR1474582.unmapped	ERR1474583.unmapped	ERR1474584.unmapped	ERR1474585.unmapped	ERR1474586.unmapped	ERR1474587.unmapped	SRS011247.unmapped	SRS011310.unmapped	SRS013506.unmapped	SRS013942.unmapped	SRS013945.unmapped	SRS014468.unmapped	SRS014692.unmapped	SRS015055.unmapped	SRS015436.unmapped	SRS015799.unmapped	SRS018359.unmapped	SRS019120.unmapped	SRS019124.unmapped	SRS019587.unmapped	SRS024281.unmapped	SRS043239.unmapped	SRS052874.unmapped	SRS056892.unmapped	SRS058105.unmapped
"Prevotellamassilia timonensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	419.0	2546.0	0.0	0.0	0.0	0.0	0.0	0.0
"Prevotellaceae bacterium Marseille-P2826"	29831.0	42382.0	58613.0	44151.0	17355.0	53446.0	4013.0	91686.0	10520.0	2403.0	2490.0	7532.0	35636.0	18282.0	21824.0	37924.0	98024.0	9730.0	22145.0	7030.0	73943.0	10251.0	25489.0	129610.0	5508.0	2590.0	614890.0	67774.0	17532.0	5460.0	9726.0	14894.0	21697.0	1570.0	12093.0	118342.0	805977.0	0.0	9286.0	24638.0	24902.0	68808.0	0.0
"Parabacteroides distasonis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Parabacteroides merdae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tannerella forsythia"	10657.0	6871.0	28420.0	33192.0	97346.0	22100.0	0.0	22889.0	8750.0	8595.0	10087.0	16492.0	4901.0	11844.0	24441.0	11375.0	49397.0	31294.0	14233.0	56778.0	40304.0	27827.0	43692.0	27708.0	0.0	0.0	0.0	4026.0	0.0	1064.0	3114.0	1151.0	0.0	0.0	0.0	15983.0	0.0	0.0	0.0	1310.0	0.0	0.0	0.0
"Tannerella sp. oral taxon HOT-286"	10994.0	28298.0	23018.0	60182.0	15414.0	11181.0	17352.0	15001.0	1895.0	1053.0	4562.0	42136.0	1980.0	1890.0	2663.0	17165.0	182479.0	5935.0	16224.0	68307.0	38241.0	43022.0	17496.0	211805.0	0.0	7025.0	0.0	1199.0	0.0	1413.0	1947.0	3467.0	6627.0	0.0	2735.0	3324.0	0.0	0.0	3641.0	129654.0	1415.0	7933.0	0.0
"Phocaeicola abscessus"	1431.0	0.0	5348.0	3454.0	0.0	1998.0	0.0	1207.0	1164.0	979.0	1389.0	0.0	504.0	846.0	1371.0	1618.0	6279.0	463.0	3269.0	13847.0	2181.0	0.0	0.0	18888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bergeyella zoohelcum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Capnocytophaga gingivalis"	26683.0	37082.0	94440.0	1490.0	95033.0	15899.0	30855.0	152664.0	1766.0	351.0	12933.0	18115.0	3394.0	1289.0	2089.0	23459.0	55324.0	5860.0	5022.0	3393.0	12782.0	79680.0	10964.0	87290.0	21360.0	6884.0	0.0	4235.0	16600.0	2683.0	9434.0	1574.0	29284.0	23874.0	3175.0	7341.0	5523.0	8374.0	0.0	37876.0	6523.0	34787.0	3422.0
"Capnocytophaga granulosa"	27507.0	18991.0	117011.0	14988.0	54345.0	54493.0	33473.0	45557.0	5539.0	469.0	23457.0	16763.0	7550.0	4540.0	7049.0	20526.0	36777.0	4062.0	35172.0	3994.0	39096.0	23058.0	46726.0	127256.0	4269.0	8503.0	0.0	1848.0	0.0	1630.0	2013.0	2540.0	6000.0	2639.0	2550.0	4394.0	0.0	1876.0	0.0	40143.0	4281.0	12954.0	1943.0
"Capnocytophaga haemolytica"	0.0	0.0	0.0	0.0	0.0	0.0	4160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4483.0	12812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1017.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Capnocytophaga leadbetteri"	12252.0	47495.0	102666.0	30816.0	39433.0	61793.0	20725.0	66553.0	2804.0	1123.0	14935.0	14584.0	5271.0	4613.0	8944.0	32789.0	57980.0	12857.0	22624.0	9390.0	30556.0	76806.0	31298.0	61349.0	5961.0	30534.0	0.0	12204.0	6416.0	3001.0	8241.0	1977.0	12811.0	4077.0	3469.0	13356.0	3121.0	1772.0	3253.0	19977.0	0.0	7317.0	6493.0
"Capnocytophaga ochracea"	1571.0	2509.0	7290.0	3935.0	0.0	1925.0	0.0	3990.0	423.0	1041.0	1205.0	3589.0	856.0	0.0	1612.0	2091.0	10136.0	1864.0	5651.0	7073.0	3078.0	6124.0	0.0	11960.0	0.0	0.0	0.0	1935.0	0.0	297.0	1712.0	576.0	1957.0	0.0	921.0	2083.0	1763.0	0.0	0.0	4097.0	0.0	3213.0	0.0
"Capnocytophaga sputigena"	21191.0	53086.0	72668.0	16936.0	26251.0	10867.0	25540.0	58984.0	4876.0	1850.0	4027.0	18820.0	6726.0	0.0	8502.0	7255.0	51499.0	16301.0	29368.0	11390.0	19359.0	34897.0	6117.0	23195.0	18822.0	7360.0	908.0	10210.0	26918.0	2314.0	12553.0	1316.0	43994.0	8615.0	4339.0	19365.0	25712.0	13815.0	3110.0	18392.0	8486.0	57560.0	1630.0
"Capnocytophaga sp. ChDC OS43"	2174.0	5317.0	9138.0	2122.0	0.0	2993.0	0.0	8058.0	473.0	428.0	2302.0	3276.0	1131.0	0.0	1486.0	3361.0	5969.0	1957.0	6489.0	3865.0	4429.0	8073.0	0.0	13690.0	2887.0	0.0	0.0	3247.0	7056.0	419.0	2558.0	363.0	4521.0	1086.0	0.0	3285.0	4375.0	0.0	0.0	13106.0	0.0	3536.0	0.0
"Capnocytophaga sp. oral taxon 323"	0.0	0.0	2162.0	0.0	0.0	0.0	0.0	1457.0	0.0	256.0	326.0	0.0	0.0	0.0	0.0	0.0	0.0	463.0	1458.0	1548.0	1066.0	0.0	0.0	0.0	0.0	0.0	0.0	630.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	591.0	0.0	0.0	0.0	1352.0	0.0	0.0	0.0
"Capnocytophaga sp. oral taxon 324"	0.0	0.0	2123.0	1230.0	0.0	0.0	0.0	1380.0	0.0	386.0	332.0	0.0	0.0	0.0	0.0	0.0	0.0	417.0	1144.0	1498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	715.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	734.0	0.0	0.0	0.0	1500.0	0.0	0.0	0.0
"Capnocytophaga sp. oral taxon 326"	2178.0	5749.0	9724.0	2030.0	0.0	3864.0	3726.0	8180.0	435.0	477.0	2342.0	3002.0	1202.0	0.0	1502.0	3264.0	7418.0	2062.0	6136.0	3532.0	4098.0	8126.0	0.0	10219.0	3429.0	0.0	0.0	3952.0	8468.0	479.0	3018.0	437.0	4776.0	1177.0	908.0	3822.0	4892.0	0.0	0.0	31750.0	0.0	3870.0	0.0
"Capnocytophaga sp. oral taxon 329"	4868.0	21677.0	38414.0	11456.0	14914.0	26797.0	9750.0	25752.0	1165.0	421.0	6058.0	5684.0	2088.0	1696.0	3607.0	12660.0	22702.0	5281.0	8635.0	3484.0	12352.0	30902.0	12578.0	22150.0	0.0	14395.0	0.0	5463.0	0.0	1246.0	3522.0	916.0	4646.0	1221.0	1403.0	5989.0	0.0	0.0	0.0	7918.0	0.0	3253.0	2477.0
"Capnocytophaga sp. oral taxon 332"	5663.0	24225.0	23424.0	6759.0	22307.0	6857.0	0.0	54008.0	861.0	0.0	17214.0	6375.0	3060.0	1403.0	3752.0	25951.0	5649.0	3545.0	8790.0	0.0	3985.0	6397.0	8165.0	27014.0	0.0	13265.0	0.0	1902.0	0.0	1598.0	0.0	651.0	1975.0	0.0	1631.0	4780.0	0.0	0.0	0.0	1052.0	0.0	0.0	0.0
"Capnocytophaga sp. oral taxon 336"	0.0	0.0	2052.0	1074.0	0.0	0.0	0.0	1698.0	0.0	200.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	396.0	1383.0	1384.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	715.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	759.0	0.0	0.0	0.0	11935.0	0.0	0.0	0.0
"Capnocytophaga sp. oral taxon 338"	1130.0	2195.0	8234.0	2441.0	0.0	1873.0	0.0	5196.0	0.0	0.0	1168.0	0.0	912.0	0.0	483.0	1689.0	0.0	725.0	1351.0	0.0	1901.0	0.0	0.0	6164.0	0.0	0.0	0.0	2288.0	0.0	426.0	1872.0	386.0	1371.0	0.0	0.0	3007.0	6716.0	0.0	0.0	6037.0	0.0	0.0	0.0
"Capnocytophaga sp. oral taxon 380"	0.0	0.0	2327.0	986.0	0.0	878.0	0.0	1746.0	0.0	278.0	415.0	0.0	0.0	0.0	538.0	0.0	0.0	503.0	1494.0	2440.0	1117.0	0.0	0.0	3854.0	0.0	0.0	0.0	687.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	755.0	0.0	0.0	0.0	1520.0	0.0	0.0	0.0
"Capnocytophaga sp. oral taxon 863"	4117.0	13340.0	50695.0	2372.0	13351.0	7180.0	3866.0	38205.0	575.0	0.0	4632.0	3559.0	1860.0	1350.0	1247.0	10882.0	0.0	843.0	4375.0	0.0	2903.0	7974.0	5763.0	24537.0	0.0	6728.0	0.0	1202.0	0.0	1923.0	0.0	658.0	3977.0	1322.0	1009.0	2357.0	0.0	0.0	0.0	3264.0	0.0	1766.0	0.0
"Capnocytophaga sp. oral taxon 864"	0.0	0.0	1731.0	1157.0	0.0	0.0	0.0	1244.0	0.0	217.0	314.0	0.0	0.0	0.0	0.0	0.0	0.0	362.0	1161.0	1292.0	1113.0	0.0	0.0	0.0	0.0	0.0	0.0	889.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	947.0	0.0	0.0	0.0	1355.0	0.0	0.0	0.0
"Capnocytophaga sp. oral taxon 878"	1051.0	4943.0	24385.0	1105.0	0.0	2004.0	0.0	5779.0	0.0	0.0	632.0	0.0	376.0	0.0	446.0	1827.0	0.0	739.0	1449.0	0.0	1399.0	0.0	0.0	3523.0	0.0	2084.0	0.0	810.0	0.0	282.0	0.0	0.0	1674.0	992.0	0.0	1250.0	0.0	0.0	0.0	1402.0	0.0	1539.0	0.0
"Chryseobacterium culicis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium gleum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	991.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium indologenes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	684.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium sp. CF365"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1033.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium sp. KLBC 52"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3320.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium sp. MYb7"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium sp. T16E-39"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium sp. YR477"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1024.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Chryseobacterium sp. YR480"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	362.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cloacibacterium normanense"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Empedobacter brevis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Flavobacterium anhuiense"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1002.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Flavobacterium johnsoniae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Flavobacterium marinum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1615.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Flavobacterium sp. B17"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Riemerella anatipestifer"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	590.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1523.0	0.0	0.0	3385.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingobacterium mizutaii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1839.0	0.0	0.0	0.0	3696.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingobacterium siyangense"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingobacterium sp. B29"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1666.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingobacterium sp. G1-14"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1186.0	0.0	0.0	1132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphingobacterium sp. HMSC13C05"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5889.0	0.0	0.0	22708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bacteroidetes oral taxon 274"	2965.0	3454.0	25158.0	19934.0	0.0	3336.0	0.0	3733.0	867.0	4396.0	2911.0	10236.0	4248.0	0.0	4764.0	2430.0	10804.0	9360.0	4770.0	16087.0	13084.0	30215.0	12381.0	16138.0	0.0	0.0	0.0	13598.0	0.0	1994.0	1731.0	1846.0	1941.0	0.0	0.0	12774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fusobacterium hwasookii"	3148.0	15625.0	35777.0	11732.0	0.0	5528.0	0.0	1884.0	631.0	405.0	1292.0	5380.0	807.0	0.0	1387.0	13766.0	19513.0	3928.0	3197.0	5449.0	9273.0	16754.0	0.0	26691.0	0.0	27372.0	0.0	2731.0	10165.0	291.0	1081.0	407.0	10085.0	0.0	3351.0	2421.0	5409.0	0.0	0.0	4403.0	0.0	1755.0	0.0
"Fusobacterium massiliense"	3842.0	3025.0	13062.0	7410.0	0.0	12990.0	0.0	0.0	1508.0	0.0	0.0	0.0	2497.0	0.0	545.0	6267.0	6629.0	0.0	2492.0	995.0	2514.0	0.0	0.0	0.0	0.0	0.0	7818.0	2163.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	5245.0	388583.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fusobacterium necrophorum"	0.0	0.0	0.0	0.0	0.0	12346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8730.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fusobacterium nucleatum"	36298.0	84612.0	113405.0	135955.0	95741.0	76074.0	58587.0	37805.0	12837.0	19336.0	27749.0	100781.0	16456.0	19843.0	41251.0	72774.0	218336.0	51337.0	83477.0	124024.0	178915.0	346961.0	136904.0	251681.0	14021.0	65999.0	6288.0	38269.0	64655.0	5742.0	28617.0	10006.0	49567.0	4779.0	23163.0	35100.0	96532.0	13124.0	11093.0	102292.0	15407.0	74001.0	10559.0
"Fusobacterium periodonticum"	159812.0	316929.0	402488.0	187483.0	387304.0	76938.0	179334.0	101254.0	9754.0	3950.0	53943.0	161161.0	15483.0	2563.0	43617.0	130389.0	853099.0	30184.0	33044.0	95785.0	128360.0	3085517.0	21772.0	1269181.0	177359.0	36577.0	9719.0	36573.0	599368.0	12111.0	122470.0	6033.0	230191.0	11965.0	65636.0	32375.0	71156.0	80511.0	44857.0	96960.0	60422.0	39056.0	17659.0
"Fusobacterium sp. HMSC064B11"	0.0	2753.0	2467.0	1519.0	0.0	1205.0	0.0	0.0	0.0	233.0	395.0	0.0	0.0	0.0	605.0	1811.0	0.0	474.0	0.0	1345.0	2513.0	10680.0	0.0	5761.0	0.0	3194.0	0.0	548.0	0.0	109.0	0.0	0.0	1863.0	0.0	0.0	589.0	1491.0	0.0	0.0	1934.0	0.0	2123.0	0.0
"Fusobacterium sp. HMSC064B12"	0.0	0.0	0.0	1708.0	0.0	0.0	0.0	0.0	0.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	546.0	0.0	0.0	1705.0	0.0	0.0	0.0	0.0	0.0	0.0	1237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	767.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fusobacterium sp. oral taxon 203"	1296.0	5325.0	4247.0	8373.0	6925.0	2085.0	0.0	1379.0	304.0	1671.0	593.0	5423.0	845.0	0.0	660.0	1174.0	0.0	1473.0	1950.0	1357.0	8879.0	7013.0	25179.0	4854.0	0.0	0.0	0.0	1409.0	0.0	312.0	0.0	0.0	0.0	0.0	993.0	3003.0	0.0	0.0	0.0	984.0	0.0	0.0	0.0
"Fusobacterium sp. oral taxon 370"	2421.0	8443.0	18499.0	8398.0	144503.0	18000.0	0.0	2482.0	531.0	973.0	1241.0	9573.0	1325.0	3801.0	1571.0	8383.0	16039.0	2823.0	8667.0	17159.0	4327.0	21813.0	0.0	14546.0	0.0	0.0	0.0	0.0	3963.0	0.0	933.0	0.0	2100.0	0.0	0.0	0.0	2130.0	0.0	0.0	1076.0	0.0	0.0	0.0
"Leptotrichia buccalis"	20543.0	13350.0	30891.0	5470.0	11949.0	12785.0	13965.0	2297.0	2721.0	2677.0	2759.0	18857.0	3724.0	878.0	8802.0	11604.0	105933.0	5159.0	14461.0	28144.0	6277.0	8961.0	13144.0	31414.0	0.0	4075.0	0.0	0.0	0.0	499.0	871.0	1159.0	0.0	0.0	1297.0	0.0	0.0	0.0	0.0	46778.0	0.0	0.0	0.0
"Leptotrichia goodfellowii"	0.0	0.0	0.0	3824.0	0.0	0.0	0.0	0.0	0.0	467.0	241.0	1767.0	1208.0	0.0	652.0	0.0	6619.0	529.0	0.0	0.0	0.0	14061.0	0.0	6626.0	0.0	0.0	0.0	1033.0	0.0	340.0	0.0	0.0	0.0	0.0	0.0	1278.0	10513.0	0.0	0.0	0.0	0.0	0.0	0.0
"Leptotrichia hofstadii"	5452.0	10837.0	12207.0	4336.0	12180.0	3012.0	8296.0	2380.0	1993.0	2444.0	2122.0	23629.0	3125.0	1200.0	10002.0	8438.0	191139.0	4392.0	24561.0	15425.0	6558.0	22946.0	27224.0	14270.0	0.0	4806.0	0.0	0.0	0.0	826.0	1159.0	1565.0	0.0	0.0	4790.0	0.0	0.0	2512.0	0.0	11391.0	2333.0	2527.0	0.0
"Leptotrichia shahii"	6200.0	5363.0	4271.0	10493.0	32888.0	9394.0	27270.0	0.0	1605.0	6467.0	1287.0	58259.0	4027.0	3861.0	8065.0	10450.0	70263.0	6124.0	17285.0	15249.0	12354.0	10972.0	19405.0	11024.0	0.0	0.0	0.0	0.0	0.0	683.0	0.0	3779.0	1273.0	0.0	0.0	0.0	0.0	0.0	0.0	4129.0	0.0	0.0	2497.0
"Leptotrichia trevisanii"	4702.0	4344.0	5637.0	3396.0	6865.0	2406.0	6593.0	0.0	728.0	2701.0	1235.0	12470.0	3282.0	0.0	7658.0	3146.0	50222.0	4100.0	8374.0	16531.0	2662.0	7515.0	10056.0	6474.0	0.0	0.0	0.0	785.0	0.0	262.0	0.0	668.0	0.0	0.0	1662.0	0.0	0.0	0.0	0.0	4905.0	0.0	0.0	0.0
"Leptotrichia wadei"	12934.0	8697.0	10608.0	32381.0	97048.0	30094.0	89224.0	2176.0	7627.0	19036.0	4620.0	158183.0	9597.0	13109.0	18694.0	17507.0	197462.0	12757.0	34928.0	43858.0	33432.0	48904.0	73389.0	35190.0	0.0	0.0	2537.0	773.0	0.0	2265.0	1879.0	13069.0	1871.0	0.0	2462.0	0.0	0.0	1518.0	0.0	29387.0	2523.0	4022.0	7317.0
"Leptotrichia sp. oral taxon 212"	6682.0	25842.0	43876.0	13779.0	16890.0	5126.0	7710.0	4561.0	1547.0	4083.0	5886.0	25657.0	2788.0	0.0	10052.0	12204.0	303656.0	5623.0	17119.0	10754.0	15666.0	52946.0	14027.0	39309.0	5897.0	25020.0	0.0	3150.0	5431.0	1512.0	1820.0	1184.0	7487.0	2173.0	4847.0	8364.0	6701.0	9542.0	6661.0	10087.0	2453.0	4083.0	0.0
"Leptotrichia sp. oral taxon 215"	25331.0	57644.0	133610.0	55518.0	130439.0	22743.0	32179.0	17526.0	4657.0	9185.0	20083.0	96071.0	3373.0	0.0	28338.0	31310.0	1676333.0	15271.0	23121.0	43967.0	41792.0	192864.0	6641.0	179211.0	18035.0	14133.0	0.0	2064.0	18198.0	1965.0	12374.0	1315.0	18757.0	3322.0	8368.0	3603.0	5570.0	7177.0	6285.0	43107.0	11023.0	7014.0	2318.0
