Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.B0101	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC023.B0201	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC025.B0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	ERR1474564	ERR1474565	ERR1474566	ERR1474567	ERR1474568	ERR1474569	ERR1474570	ERR1474571	ERR1474572	ERR1474573	ERR1474574	ERR1474575	ERR1474576	ERR1474577	ERR1474578	ERR1474579	ERR1474580	ERR1474581	ERR1474582	ERR1474583	ERR1474584	ERR1474585	ERR1474586	ERR1474587	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE016.A0101	SRS011247	SRS011310	SRS013506	SRS013942	SRS013945	SRS014468	SRS014692	SRS015055	SRS015436	SRS015799	SRS018359	SRS019120	SRS019124	SRS019587	SRS024281	SRS043239	SRS052874	SRS056892	SRS058105	JAE014.A0101	JAE015.A0101	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
[Ruminococcus] lactaris	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Oribacterium asaccharolyticum	0	0	0	0	0	0	0	0	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181	0	1215	0	0	0	0	0	0	0	0	0	0	0	0	1756	0	0	0	0	0	0	0	1911	9833	2899	8613	28332	3454	18375	3276	720	0	1302	9701	1082	5208	2377	5640	77377	4066	3015	5500	6839	56981	7986	28822	0	0	0	0	0	0	0	0	2110	0	0	2468	0	2782	28182	29553	0	0	0	2420	0	0	0	1763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oribacterium parvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1541	0	0	0	0	0	0	0	1752	8645	10311	8900	15939	2601	12726	5186	641	0	986	6535	925	3737	690	5556	72031	1450	2367	12127	4007	21340	4918	84871	0	0	0	0	0	0	0	0	2585	0	0	4674	0	2940	11202	16647	1573	0	954	1753	0	0	0	4498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oribacterium sinus	0	0	1540	0	0	0	0	0	7324	0	0	0	0	0	0	0	0	0	0	2400	0	0	1836	0	0	0	0	0	0	3396	0	0	0	0	1727	1461	2410	862	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	9298	0	0	0	0	0	0	0	0	0	0	0	6440	0	0	1468	0	0	0	0	1425	0	0	9818	32680	5062	23988	62132	9444	39685	7815	2939	2584	10369	21344	5395	4863	6019	26612	170579	6377	9799	14743	28060	178511	16201	87011	0	0	0	0	0	0	0	0	9093	0	1420	11962	11516	5369	100210	127088	6264	0	0	17600	0	0	2708	9906	3539	2485	0	0	0	0	0	0	0	0	0	0	0	0	1185	0	0	4566	0	7653	0	0	0	0	0	8967	0	0	0	0	0	0	0
Oribacterium sp. oral taxon 078	1209	1539	0	4687	0	863	0	2530	19043	2642	13471	5109	18135	44585	92842	1967	1339	4010	0	31371	3693	3030	15374	31393	12875	7633	15319	0	20837	1681	20733	910	2279	0	2038	2496	44937	1161	19272	0	2229	1201	23665	0	3907	1527	36253	0	19926	674	0	0	1195	0	128821	0	24350	1305	193776	404	0	4954	51009	0	44302	1498	250547	0	22085	0	0	1411	3434	16361	2219	3378	0	144215	201743	197913	36326	0	14484	56186	0	0	0	0	0	0	0	0	0	462	0	363	0	0	0	0	0	10962	0	1183	5069	0	0	0	0	0	0	5463	13040	34437	0	9564	17424	0	0	0	811	0	0	749	431	0	0	0	893	5230	0	0	13622	0	2484	0	189950	11370	74213	0	0	153055	10271	0	0	21270	2413	8750	0	0	3139	0	5593	29496	0	0	10361	16240	0	5049	12345	0	22499	7233	0	0
Shuttleworthia satelles	0	0	0	0	0	0	0	0	0	0	1268	0	0	0	0	0	0	0	0	0	3788	1383	3491	3479	2647	0	19202	0	0	0	0	0	0	0	0	0	1861	0	0	0	1242	0	0	0	0	0	4905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1631	0	0	0	1422	0	0	0	906	0	0	0	0	0	0	0	4081	0	0	0	0	0	0	0	1309	0	0	0	0	1434	0	0	3554	627	903	0	0	17642	2449	2268	4152	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	5404	0	0	0	0	4357	0	0	0	0	0	0	0	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	0	0	0
Stomatobaculum longum	0	0	5545	1669	0	0	0	0	14271	2903	14412	0	1980	15171	0	0	4566	3919	0	27343	24894	4803	27769	12052	96764	7567	22563	0	53762	11371	18954	1000	1337	0	9841	4765	12334	2347	11112	0	7599	0	50447	0	11360	0	74520	1703	7058	0	2765	0	0	0	31056	0	7623	0	6119	0	3	18575	49561	0	17718	1170	2051	0	36890	0	4856	0	4127	5895	14023	4293	0	163387	54872	53439	14150	0	3097	0	14120	0	4756	1504	13037	29449	2120	13837	0	5935	0	2814	12911	1267	9126	596	12997	75879	441	3636	20739	4258	16302	24069	32270	0	0	0	0	0	0	0	0	3428	2048	0	1385	5414	743	16143	19804	6581	0	863	931	0	0	0	44145	2806	9345	1537	0	5568	0	0	0	0	0	0	0	0	12483	12508	0	0	14623	0	45604	3929	0	0	2612	0	2506	0	0	0	9681	3729	0	0
Lachnospiraceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	0	0	0	0	0	429	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium oral taxon 082	0	0	3574	0	0	0	0	0	13694	2097	4054	0	2020	4806	0	2307	6728	7215	0	10542	10158	4473	10945	5337	16468	3566	4493	0	12651	9414	7803	1054	3661	993	3276	9600	15121	1653	11548	0	3942	1865	11309	0	3587	1526	23222	0	2331	0	5338	1744	4504	703	9064	0	2596	0	0	0	0	2992	16213	0	5640	0	0	0	8295	0	0	1147	2787	11679	10284	7860	0	16595	5612	5608	6251	0	8972	0	0	0	0	0	4006	31977	1686	15489	0	524	365	882	16141	541	4336	1808	5544	16091	1144	2601	4687	3365	9750	18843	13393	0	0	0	0	0	0	0	0	1886	0	0	0	0	744	5686	5654	0	0	0	0	0	1488	0	4857	0	1867	1559	0	0	0	0	0	0	0	0	0	0	6121	889	0	0	4363	0	5833	0	0	0	1945	0	6462	0	0	2392	3170	3448	0	0
Lachnospiraceae bacterium oral taxon 500	29820	39548	27113	11707	1171	29849	2747	14884	19170	50370	3833	17962	14857	12619	13557	124664	4844	15216	25193	10868	34274	44531	8365	8131	25697	3534	1213	14607	12368	9437	25000	24863	45895	22873	49191	34918	20346	47353	12792	19410	45023	59294	7218	26309	20131	73212	13855	20298	7639	29278	37942	89532	48791	17453	26861	14557	15856	1257	12669	1353	0	13235	12700	8821	12199	46045	20676	26615	11207	20299	0	41449	52585	34234	93939	45368	22944	21226	8724	8619	8900	7894	41691	24364	1652	2763	4556	15689	7770	14149	6028	0	8142	3710	2050	1882	9035	1114	2410	2594	6407	43101	7021	7535	23386	9273	11774	7236	18509	20449	11431	31552	61745	12029	12251	38542	105215	0	0	0	425	0	338	1785	864	2332	0	1339	542	0	0	0	6192	0	0	0	164206	131452	65099	6693	2966	3183	34692	28020	9630	2947	7837	9213	31882	0	53702	12721	18310	969	0	0	12161	2970	6200	0	0	28975	20189	18500	14979	0
Filifactor alocis	9912	10724	5032	10311	1409	3953	0	3474	6641	0	0	0	0	2076	2170	1264	0	0	27086	0	5336	0	0	1068	2725	0	0	1709	0	1020	0	1188	1556	6529	47465	15385	1496	24616	2663	0	2794	15881	0	10701	2268	46924	2923	2014	0	36209	7912	6265	1818	6439	0	3971	0	0	0	312	0	1941	1125	8234	0	11357	2671	7848	2240	15186	0	25455	23868	1217	5520	2143	6075	1209	0	0	967	2933	6982	0	0	16983	5753	46151	24645	42062	24889	0	20987	24496	9264	6626	10618	3000	10019	12175	10423	186640	13772	17333	33151	17298	22239	13783	48963	0	0	0	38884	12405	0	0	23143	0	0	0	0	0	214	3413	2485	1432	0	0	0	0	0	0	0	0	0	0	53058	227357	16256	1466	0	0	24514	4293	3343	0	0	0	0	0	0	0	20599	0	0	0	7718	0	3250	0	0	4125	0	0	0	0
[Eubacterium] yurii	11159	16933	0	9204	0	3422	1797	3773	0	5012	0	16453	0	0	1009	20832	991	0	8971	1364	3546	8074	0	0	0	0	0	8676	0	0	0	6666	2055	9018	2451	1326	0	8570	0	8889	17281	9966	0	35604	26001	4986	0	4450	2841	5069	1322	13171	10924	5112	0	5551	2151	0	0	647	0	3173	0	2810	0	25783	10291	29792	0	2386	0	8443	5803	0	0	10472	2901	0	0	0	0	3108	0	0	0	0	0	11219	1575	0	0	0	0	276	0	414	0	323	0	0	0	7424	469	0	1279	0	0	0	0	11744	39117	53065	18795	8245	5322	8832	0	0	0	0	1049	0	122	0	0	0	0	0	1110	0	0	0	939	0	0	0	49212	13924	0	5865	0	13651	68097	7756	33793	8011	4368	1730	5995	0	5124	17335	1760	2805	0	0	0	7023	2335	0	0	25597	6559	0	0	0
Peptoanaerobacter stomatis	2797	3344	1509	2486	0	842	0	1547	4242	1116	0	4231	0	1219	0	1419	0	0	3083	0	13340	8724	1155	0	1224	0	0	1186	0	1258	1953	1575	2800	4104	9943	12195	1776	5921	2056	2266	9356	7127	0	3383	2396	5116	0	1438	0	3981	2573	2040	4258	2860	0	2810	2052	0	0	0	0	0	3158	833	1166	18694	2476	9380	0	2137	0	11931	17117	2311	3350	2597	2966	1789	0	0	0	0	1784	0	0	1231	1950	4937	2045	0	6386	0	1416	1617	884	710	3897	544	1047	1400	5169	20497	972	1929	9913	2617	0	0	5949	0	0	7618	8708	0	0	0	16213	0	0	0	0	0	122	737	1092	0	0	0	0	0	0	0	0	0	0	0	12340	11386	3535	1510	0	4069	10539	0	3483	0	0	0	0	0	0	0	15426	565	0	0	9521	0	0	0	0	59938	0	0	0	0
Peptostreptococcus anaerobius	1032	1130	0	932	0	0	0	0	2354	0	0	0	0	0	0	0	0	0	1957	0	4063	3133	0	0	0	0	0	0	0	0	1118	0	0	1714	3779	4398	0	4083	0	0	2583	1201	0	1957	1510	1374	0	0	3066	527	1563	0	0	727	0	1179	0	0	0	0	0	0	0	0	0	2150	1279	2519	0	0	0	1267	2813	0	2698	0	0	0	0	0	0	0	1640	0	0	0	0	2344	6489	0	0	0	0	1264	528	1008	2506	0	1108	584	3751	0	0	0	3462	0	7696	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	153	5037	0	0	0	0	483	0	0	0	0	0	0	0	5555	0	4019	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcaceae bacterium oral taxon 113	12199	14349	1981	11258	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	4800	0	2885	1941	0	0	0	0	0	2505	0	396	0	1895	1335	0	3742	1878	0	15890	940	0	4078	18306	0	6213	3879	41320	4006	1170	1348	3406	1155	3801	2949	10179	0	10998	2201	918	0	0	0	0	0	3399	0	17343	5656	6977	0	10687	0	22017	21372	0	0	6877	5352	0	0	0	0	1401	1120	0	0	1397	0	5550	1793	0	3111	0	0	709	714	519	1820	0	1188	546	1326	22675	593	1316	6226	1691	0	0	6506	0	0	0	64035	6698	0	0	136432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54467	15920	18636	0	0	0	34864	3178	5710	0	0	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcaceae bacterium pGA-8	1528	1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	1187	0	0	0	0	877	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6140	3365	0	0	0	5576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Subdoligranulum sp. 4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthia catenaformis	3432	3491	0	1711	0	0	0	0	1339	0	0	1549	0	0	0	1834	0	0	1034	0	12561	1729	24476	0	11502	0	0	0	0	568	9199	2611	1158	0	4283	1514	0	18330	1071	0	3313	2925	4106	1137	1595	3392	1546	0	0	2017	1436	2242	2063	705	0	4928	0	0	0	0	0	0	0	0	11011	1196	1489	2724	0	1773	0	4056	3962	0	0	1737	0	2266	0	0	0	0	0	0	0	2225	1391	7732	2297	0	3048	0	0	4280	1076	1246	7670	1204	1442	697	17073	279246	972	11904	11680	6796	0	0	12074	0	0	0	12208	0	0	0	18780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23297	19543	7345	1603	0	0	14406	5256	0	0	0	0	0	0	0	0	1903	0	0	0	0	0	0	0	0	0	0	0	0	0
Solobacterium moorei	2324	2649	1617	5810	0	0	0	0	7151	1925	1791	2176	3416	989	0	1821	1370	0	1549	3214	31901	18595	6599	5032	15986	0	4125	0	2556	2740	12220	2417	3024	0	6326	15004	11233	10355	10163	0	7819	1014	6463	2957	6432	4478	10053	2433	14187	0	12260	1543	0	0	6779	2622	6200	0	0	0	0	0	8009	0	6386	1889	1600	4003	2119	1674	0	0	802	2279	6126	2030	0	13677	0	0	6054	0	29771	0	0	2331	81017	14033	90779	51084	13492	31636	6471	3510	1532	3181	91479	2001	17773	10874	27118	204502	8289	11917	31427	31968	66655	131621	90424	0	0	0	0	0	0	8739	0	3985	0	0	8775	0	1845	53293	7527	2678	0	1684	12144	0	1634	0	6690	1861	0	0	5386	0	7736	3258	0	3980	0	0	0	0	4259	862	0	0	0	0	6781	0	0	0	3073	5005	0	0	1541	3104	38756	3348	0	0
Acidaminococcus intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda periodontii	0	0	21617	1282	0	0	0	892	42232	5803	4511	1953	32462	11651	0	1681	3834	6099	1322	8409	37130	11870	10511	1631	12062	1843	30422	2885	28154	4007	93322	1993	30854	1699	4339	34424	57790	27983	44730	2058	34842	2698	49786	1286	12534	22811	28841	2923	14669	2060	70722	1518	7813	2225	5324	1960	52817	0	1678	0	0	0	93276	0	39678	2003	2821	1640	1503	8698	2151	1021	2717	3760	10029	40226	1741	6780	2314	2175	1977	0	12460	0	0	0	0	3497	2225	0	1843	0	0	0	0	0	1884	399	0	578	1730	13734	790	2793	11692	5172	0	6135	0	0	0	8549	13624	0	29841	5111	55595	0	0	0	0	0	0	897	1056	0	0	0	608	0	0	0	6646	0	0	0	15212	7589	8142	1410	5374	6695	0	3537	8036	6442	6573	8316	3522	0	28994	3183	4616	17561	0	0	23188	0	4961	0	0	37266	5209	12827	20867	0
Mitsuokella jalaludinii	0	0	0	0	0	0	0	0	0	0	1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2259	0	0	0	0	0	0	0	1622	0	0	0	0	0	0	0	0	0	5690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella multacida	0	0	0	0	0	0	0	0	0	0	2859	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	1515	0	3157	0	0	0	0	0	0	0	2356	0	1146	0	0	0	0	0	0	0	7978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella sp. oral taxon 131	0	0	0	0	0	0	0	0	1172	0	18963	0	0	0	0	0	0	0	0	0	10554	1281	1786	141906	2661	38079	434887	0	5094	1404	2539	0	0	0	0	1926	3442	1009	1920	0	0	0	2808	0	0	0	12458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51674	0	1331	0	0	0	115434	0	469994	0	0	0	0	0	0	2705	0	0	167276	0	0	0	118108	0	0	0	0	0	0	8864	0	0	0	0	0	0	0	0	0	0	0	0	1709	2596	0	0	0	0	0	0	0	0	0	0	7418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas artemidis	751	941	7663	0	0	968	0	0	2962	2045	2212	0	1929	3828	0	1052	12108	1852	13629	139199	6437	2244	2656	1421	2392	0	2336	1721	3142	3295	4120	544	3915	9049	4099	6742	4704	3352	2151	4911	2140	2288	3091	0	1179	2376	5043	1123	7283	1191	8791	0	1389	663	2070	1254	4545	0	7750	0	0	0	2758	0	2953	0	3397	1616	2729	2699	84554	0	833	2208	6478	10056	3894	6676	23595	22892	1613	0	1220	0	1429	0	2323	0	1424	0	3816	5709	0	0	0	0	0	0	0	464	0	6931	0	1292	2490	2568	6476	0	0	0	0	75418	25700	14115	38357	30681	47038	0	0	0	0	0	0	0	841	0	0	0	0	0	0	0	1083	0	0	0	10503	5953	99506	1845	30199	114794	0	9126	138043	3537	54683	2294	25489	0	44827	11514	3587	890	8948	0	21641	10881	2429	19362	0	3178	250364	0	8586	0
Selenomonas bovis	0	0	0	0	0	0	0	0	0	0	2752	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	2593	0	3061	0	0	0	0	0	0	0	2322	0	1200	0	0	0	0	0	0	0	7870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas felix	0	0	1332	0	0	0	0	0	3233	1410	2530	0	1449	4664	0	0	0	2128	0	2823	5573	1381	4478	1017	3729	0	6646	0	10655	1630	5360	0	2881	0	0	3016	5686	2284	5866	0	1245	0	7205	0	1725	1559	19401	0	0	0	3306	0	0	0	2533	0	2532	0	2027	0	0	0	4494	0	4668	0	0	0	1768	0	2393	0	0	1426	1837	2432	0	7360	3838	3691	1297	0	1157	0	0	0	0	0	2544	31097	2579	6587	0	0	387	0	2577	0	1822	0	0	23298	370	1144	4371	2306	0	32079	3715	0	0	0	0	0	0	0	0	0	0	0	0	0	177	4493	6472	0	0	0	0	0	0	0	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	0	0	0	0	1450	628	0	0	1679	0	2433	0	1198	1909	0	0	0	0
Selenomonas flueggei	0	0	1585	0	0	0	0	0	6951	2878	12429	0	4344	17083	0	0	1216	17619	0	3414	3846	2193	16750	4945	12198	9560	12807	0	72265	2260	11775	0	6815	0	904	2628	31870	4119	34063	0	1039	0	27938	0	8246	1546	116364	0	2073	0	3370	0	1180	0	23714	0	2036	0	6926	0	0	0	17569	0	10443	0	0	0	6403	0	7969	0	0	3712	1943	3254	0	23859	7587	7319	5842	0	4876	0	0	0	0	0	3521	20801	1775	5087	0	326	853	0	4241	0	1725	0	0	15771	345	1553	4059	4168	0	20959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	2887	3705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3296	0	0	0	0	0	0	0	0	0	0	2315	839	0	0	3286	0	2374	0	14057	2589	5342	0	0	0
Selenomonas infelix	2269	2912	9122	1523	0	2387	0	1820	27583	5303	4452	2775	4803	20652	1197	2648	19682	3214	7573	6195	51613	8978	24447	1586	39555	0	6918	7117	5407	13619	36583	2506	26967	8072	9107	90241	26681	21903	14123	4321	13775	11524	11629	1854	6137	13898	9523	2883	7095	4593	44680	1973	14103	5572	5000	1691	15121	0	1520	0	0	1475	14513	743	18836	7729	3408	5289	4202	3897	1828	2135	3354	3759	15468	20220	5209	6776	1670	1672	1862	0	12062	0	0	1056	1956	9752	3580	5904	3627	0	2241	520	367	532	1925	458	1292	852	3902	22481	692	5255	15755	11751	0	8461	0	0	0	23163	43072	0	23251	12569	22183	0	0	0	0	0	148	1520	1265	0	0	0	448	0	0	0	42064	0	0	0	16555	9633	20778	4503	15904	11501	4173	8657	23109	5607	64127	5962	34980	0	16571	4406	22907	7165	0	0	37407	0	44500	28416	0	34690	50047	2893	14106	0
Selenomonas massiliensis	731	928	34776	1237	0	999	0	1105	51616	3977	10525	0	3179	6454	0	2490	6240	2086	1263	6840	120887	8874	32453	1414	22761	0	37259	3353	11688	11329	154377	1769	17299	2185	3800	109022	39382	26726	25167	2436	9143	3987	61843	1383	13523	23036	19079	2468	7792	1618	29279	1358	7462	1603	4466	2126	12556	0	0	0	0	0	33569	0	26075	2298	1895	2185	1381	1882	1511	1174	3172	4024	9540	15243	2742	10273	1650	1724	1582	0	6496	0	0	0	2084	3917	2076	0	2222	0	1272	365	0	260	1561	620	1092	585	2018	12488	643	4422	12085	7746	0	8986	0	0	0	11376	19290	0	13377	6620	19494	0	0	0	0	0	0	828	886	0	0	0	0	0	0	0	10491	0	0	0	12187	10830	8501	1941	14972	4795	0	3636	6771	5245	7034	1247	3121	0	13614	0	4376	7398	0	0	7835	0	2194	0	0	6181	5005	0	3018	0
Selenomonas noxia	1099	1235	94297	3433	8133	1002	0	8209	83899	35074	116916	2697	100313	27381	23684	26190	21821	72959	18961	168646	26342	8226	68068	65831	86008	93267	134616	11656	112951	19055	149386	6562	137636	27646	22951	13345	223317	26091	65322	57950	9847	15079	71173	14128	80322	23069	94908	22762	84664	2012	167311	3565	5907	4804	188415	20304	78562	887	346233	0	0	20573	64775	0	149383	3973	116147	7192	119289	24566	127358	987	865	179424	127423	62554	11409	109794	386416	375428	76446	6676	80726	33319	13553	1691	3761	2601	9766	10400	5300	16125	1726	1592	704	1130	2168	456	1443	707	3170	35632	1475	8101	10069	11307	8482	10434	11478	0	0	57551	129271	75781	70116	18416	110677	0	0	0	390	0	419	1071	4400	0	0	0	529	0	0	0	5035	0	0	0	20000	5638	22736	3891	12684	105320	5328	0	78181	32210	74377	117873	109699	0	64137	13775	11910	2048	20606	121854	40444	9900	182789	22557	89047	12997	294497	5867	70578	2779
