Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.B0101	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC023.B0201	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC025.B0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	ERR1474564	ERR1474565	ERR1474566	ERR1474567	ERR1474568	ERR1474569	ERR1474570	ERR1474571	ERR1474572	ERR1474573	ERR1474574	ERR1474575	ERR1474576	ERR1474577	ERR1474578	ERR1474579	ERR1474580	ERR1474581	ERR1474582	ERR1474583	ERR1474584	ERR1474585	ERR1474586	ERR1474587	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE016.A0101	SRS011247	SRS011310	SRS013506	SRS013942	SRS013945	SRS014468	SRS014692	SRS015055	SRS015436	SRS015799	SRS018359	SRS019120	SRS019124	SRS019587	SRS024281	SRS043239	SRS052874	SRS056892	SRS058105	JAE014.A0101	JAE015.A0101	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
Prevotella sp. oral taxon 472	16867	19938	5003	4150	0	14651	10761	24050	14862	22894	1433	22316	7701	3158	17547	63531	16300	4873	25903	43954	21099	18651	19542	10146	18957	1627	0	17794	0	15448	4669	13808	16564	38856	21776	11535	6840	10090	15692	119411	58389	18730	2147	49674	27421	6599	2800	13878	10403	2697	16749	32651	10476	10051	8461	27008	7696	2385	5893	58064	0	12910	5740	3780	4387	64707	15793	44388	7985	12682	0	43860	20735	22752	22257	27879	36827	25496	3671	3749	11587	23668	39951	5368	0	2052	21390	15653	12604	0	1576	7266	4051	1246	617	1829	5091	2327	0	4197	20898	0	2992	3511	4532	10869	0	6025	14034	23171	0	402948	134433	19177	155257	0	16828	0	0	0	4823	0	276	4119	0	5666	0	0	12281	0	0	0	33784	0	0	0	100323	21637	47554	27920	29302	85241	16056	3234	119550	19208	12937	15653	5744	0	85272	25879	30417	9389	0	10208	9767	8406	2909	0	0	78215	260127	8131	10808	2839
Prevotellamassilia timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	2546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides distasonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides merdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1134	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tannerella forsythia	40557	37926	8151	10251	1852	8480	1480	5494	7868	1855	0	1467	0	2450	6313	4186	0	1824	66310	1859	24063	76137	1892	3360	3032	0	1298	16344	0	1667	5845	11657	4798	7083	53743	30066	3927	42642	5511	2317	35756	52215	1641	85586	49848	172065	11732	9463	5709	176467	7229	38602	39917	23798	1772	13478	4802	2835	1400	3890	0	7395	2880	16490	1677	78424	20831	27516	3931	29541	0	32837	58377	2285	3863	10007	28245	3525	1418	1399	2916	15270	18039	0	0	10658	6871	28421	33192	97344	22100	0	22889	8750	8595	10088	16492	4901	11844	24440	11376	49399	31294	14233	56779	40305	27827	43692	27709	34766	86229	343104	548697	253903	29200	0	4402738	0	0	0	4026	0	1064	3114	1151	0	0	0	15982	0	0	0	1310	0	0	0	478589	2129069	1135600	56849	6169	70742	923734	724950	214779	6343	26607	58609	6690	0	4024	0	221711	5355	0	0	124028	5012	177974	0	0	30845	46694	0	0	0
Tannerella sp. oral taxon HOT-286	27789	36246	634701	13109	0	81714	27807	122139	456731	495953	128992	25638	457253	324632	54534	276655	50024	576637	95006	863183	194992	537955	338097	201465	367632	127258	9353	183101	354180	112175	445330	119908	796930	184138	167041	92272	1010320	240034	551436	159783	174156	256834	150329	81377	245484	90708	421878	75631	282442	7121	933568	217590	175979	58463	1273696	54122	1030284	0	678943	432	4	41750	245471	4180	251740	42457	96052	24191	313084	14787	12131	83834	124007	969735	783278	451193	43112	1109968	175070	169257	238557	13928	672801	327473	9183	10993	28302	23019	60180	15414	11180	17351	15003	1894	1053	4561	42135	1980	1891	2662	17164	182471	5935	16228	68306	38240	43024	17498	211792	46449	53774	150683	121211	44968	78977	91631	486522	0	7023	0	1199	0	1413	1944	3468	6628	0	2735	3324	0	0	3638	129661	1415	7934	0	314220	25184	92001	24823	27168	137890	38849	47882	47402	9397	59141	51757	25063	0	316087	6971	201232	8215	0	27336	104351	0	352108	0	0	136262	331886	30426	82273	7859
Bacteroidales bacterium KA00344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidales bacterium WCE2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7225	4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga gingivalis	139826	202552	19319	3035	0	39174	48664	88945	24307	63556	0	178929	19457	22752	27571	104439	9592	20993	45261	20585	9571	37537	4404	10207	29752	5335	1196	15327	1331	17714	17225	23037	5519	63102	51104	23539	8714	7246	5534	107079	32301	16261	2254	34490	10201	2198	16569	15215	17019	9532	19552	48061	55228	41761	14290	73941	9131	39318	0	215175	32	80728	7978	64122	3764	160201	22901	169307	14099	47226	5552	53266	20614	8670	66258	39159	290241	9112	8314	7800	4165	23406	9530	7384	0	26685	37082	94440	1490	95035	15899	30856	152667	1766	351	12933	18115	3394	1289	2089	23458	55325	5860	5023	3393	12780	79680	10964	87288	1692432	3040823	540059	271582	1125325	2814584	569527	61629	21360	6884	0	4235	16601	2683	9433	1574	29283	23874	3174	7342	5523	8374	0	37876	6522	34787	3421	293557	87535	287593	98086	323356	252506	897831	281607	192710	88347	380675	120883	560498	192411	245457	245928	103873	33633	45467	881212	296995	17363	399984	996302	132919	238440	474843	92595	141400	206030
Capnocytophaga granulosa	24052	37593	138536	1552	0	109272	55426	27624	32498	455895	0	74613	7042	64297	22251	137395	22478	54551	118063	75397	29094	97078	16517	1914	44882	8200	0	92270	7212	29817	25228	37671	70937	84470	42933	84193	92722	73868	8009	181422	17360	65587	11659	86194	27440	8263	9672	46729	69655	11429	108826	94361	484012	55569	29797	283785	196767	6739	1445	21129	3	172666	12048	11401	84816	70191	5301	29742	16307	20190	0	48262	2951	72368	107289	115321	74202	11780	27456	26676	1143	37317	17672	12957	8361	27507	18991	117016	14988	54344	54492	33473	45558	5538	469	23456	16764	7550	4540	7049	20527	36777	4062	35173	3994	39097	23058	46726	127258	319869	94502	286225	436374	448495	104093	485337	55597	4269	8503	0	1848	0	1630	2013	2540	6000	2639	2548	4393	0	1876	0	40144	4281	12954	1942	38826	35367	336815	49796	385629	297509	61489	56401	135063	41199	27758	31075	78641	49180	556079	84119	108996	7466	5862	222931	185482	19269	52132	425340	6767	216605	1149530	54885	209686	15589
Capnocytophaga haemolytica	0	0	0	0	0	0	0	5460	4676	0	0	0	0	924	0	0	0	4736	0	0	0	0	2613	0	21244	0	0	9250	0	0	0	3987	1950	0	0	0	0	6489	1055	17325	9389	23243	0	0	0	17764	2478	0	0	730	1836	0	0	0	0	20759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4853	0	0	0	0	0	0	0	4161	0	0	0	0	0	0	0	0	0	0	0	0	0	4483	12812	0	0	0	0	0	0	162770	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	15491	0	45721	0	0	5372	1714	0	0	0	0	0	0	0	0	0	10904	7980	0	0	0	0	0	0	0	7371	0
Capnocytophaga leadbetteri	28092	44763	23173	3518	0	62447	40262	23467	31119	118230	0	167653	5671	41197	18321	81233	15280	16164	34028	35926	26161	38737	10150	8094	16401	0	0	22992	0	24209	49056	21602	63788	82044	25708	16480	13895	47775	4120	96251	29115	68769	1213	54492	9092	3951	0	8642	2306	6147	37851	35862	92553	15519	4746	53763	62576	13382	21016	4062	1	107244	10768	19666	48367	64921	6627	51464	20366	18425	0	30942	49456	34409	72485	176360	69261	10836	4879	4773	7935	26845	52817	0	0	12251	47490	102668	30814	39434	61799	20725	66553	2804	1123	14938	14584	5271	4613	8942	32786	57981	12857	22625	9390	30556	76806	31298	61352	1288469	557921	372850	120573	221528	474660	512576	39386	5961	30533	0	12204	6416	3001	8241	1977	12811	4076	3469	13355	3121	1772	3253	19976	0	7318	6493	57899	17645	134166	57254	458915	149101	243874	24984	94695	14549	192139	108214	59307	50239	171670	68176	100534	9156	13440	75802	133009	9692	59514	478330	2605	99387	198311	36127	149114	194544
Capnocytophaga ochracea	3834	5058	17422	0	0	9922	7209	13257	14974	13884	0	4119	12237	44296	44272	12827	3888	14535	9054	17147	10086	6304	8191	8433	14196	9977	0	4124	12524	3160	15153	5227	13852	19643	5703	4352	17137	4420	10558	31436	3391	6427	9188	24949	11680	1620	8317	6373	15943	3080	14668	22888	3708	11143	33423	19446	5012	36321	42604	6706	0	18009	7488	4058	23919	6431	4864	10106	22279	17317	5120	6839	2115	22864	28774	18212	9366	14628	44189	42831	9533	29840	22617	0	2100	1570	2509	7288	3936	0	1925	0	3990	423	1041	1205	3589	856	0	1612	2091	10137	1864	5651	7074	3078	6123	0	11958	21718	15505	30990	42600	35135	40473	22055	9012	0	0	0	1935	0	297	1712	576	1957	0	922	2083	1763	0	0	4096	0	3213	0	12384	0	22841	4402	10293	21577	22555	11511	27481	5456	69702	15981	33370	3075	179136	18743	15286	21322	3162	144856	18673	12389	35144	97506	2100	67352	292595	25958	68529	5616
Capnocytophaga sputigena	64307	88636	13953	3601	0	55293	29466	132051	30704	29723	0	111898	12644	22843	141882	57075	62020	34845	83427	8545	18470	64189	21634	13673	23094	4797	0	21965	1855	16350	13628	28268	9770	173758	55557	25362	5038	17385	8359	317780	12164	33696	1805	84483	14422	4479	1322	14668	4487	16300	15292	82808	10758	42500	7290	71594	4826	72920	6919	55897	0	106483	3397	100593	5236	136062	6411	220296	9790	114279	0	44418	6048	10086	90343	29696	161046	5565	6663	6538	9370	54722	28742	8473	0	21190	53081	72668	16935	26250	10867	25538	58984	4876	1850	4027	18820	6726	0	8503	7255	51494	16301	29368	11389	19357	34897	6117	23196	421320	262680	914934	341576	1448217	1053478	537512	88465	18821	7361	908	10210	26919	2314	12553	1316	43994	8616	4339	19365	25711	13815	3110	18392	8486	57558	1630	201261	89063	551841	112988	171803	134427	868119	531629	487361	28302	580144	51114	271139	56745	560103	697669	95034	20547	185264	105265	216845	537079	188855	231181	72573	128565	737687	676797	157503	85958
Capnocytophaga sp. ChDC OS43	9156	12321	8354	0	0	6673	3527	22092	8241	19255	0	11799	3069	24253	31327	35231	9021	12131	15756	11265	5207	8396	6155	2838	25208	2299	0	18284	1713	6273	29200	6630	12289	18883	6113	8777	4525	8240	2249	53693	2342	14766	0	14510	4998	3078	1417	8260	3140	3281	12038	22486	8685	9519	5113	16092	4413	9624	3340	7484	0	22425	1973	7445	4462	16593	1309	21114	3407	11378	0	7312	1349	3505	33088	18414	16230	4139	5541	5340	2175	8754	6833	0	0	2174	5318	9139	2122	0	2993	0	8058	473	428	2302	3276	1131	0	1486	3360	5970	1957	6489	3866	4430	8075	0	13690	44191	37807	75159	30074	81279	86439	50552	17415	2887	0	0	3247	7055	419	2557	363	4521	1085	0	3285	4375	0	0	13107	0	3537	0	16634	3856	62426	8447	15704	31733	80017	34323	13017	2470	47109	7245	51349	9138	81524	54495	61899	32029	6324	55530	35480	29526	25576	62728	7366	18241	61168	42388	29498	10951
Capnocytophaga sp. oral taxon 323	1373	1737	7050	0	0	3545	2344	4355	5852	6292	0	1438	4894	17880	5706	5032	1453	5809	3347	7472	3777	2226	3475	2868	5616	3628	0	1623	4907	1381	6104	1759	5475	6599	1886	1688	7056	1684	4416	14240	1129	2821	3897	5598	3893	0	3302	2763	6506	1103	6323	5397	1620	4144	13441	7434	2477	9689	14996	1826	0	4471	2380	1311	9091	2154	1689	2917	5554	5792	2041	2068	0	8627	11458	10083	3853	5591	16481	16139	3206	6339	6105	0	4758	0	0	2162	0	0	0	0	1457	0	256	326	0	0	0	0	0	0	463	1459	1547	1066	0	0	0	8735	0	11424	8498	8908	17071	5217	0	0	0	0	630	0	0	0	0	0	0	0	591	0	0	0	1352	0	0	0	0	0	8435	1427	3043	6063	7291	3174	12326	1530	20692	4434	10885	0	22978	5523	4970	4942	0	17810	7721	3887	11656	30175	0	80643	34459	8627	23571	0
Capnocytophaga sp. oral taxon 324	1571	2038	7249	0	0	3596	2408	4473	5371	4827	0	0	4238	17729	8970	4373	1312	4906	3070	6025	3776	2328	3120	3049	5199	3686	0	1634	4353	1154	5361	1762	6135	6199	1825	1674	6625	1514	3994	8517	1048	2431	3830	4675	3352	0	4215	2379	6311	1080	5729	5107	1695	3518	12599	6729	2140	16609	11784	1766	0	3484	2438	1220	8157	1958	1610	2855	5762	5572	2371	2109	793	7885	10248	6674	2906	5289	15155	15000	3565	6750	6142	0	0	0	0	2123	1230	0	0	0	1380	0	386	332	0	0	0	0	0	0	417	1143	1498	0	0	0	0	11819	9078	9580	7639	12483	10952	7778	0	0	0	0	715	0	0	0	0	0	0	0	734	0	0	0	1500	0	0	0	0	0	6356	1356	3114	6082	8164	2995	7921	1640	19129	4854	10081	0	21867	5967	4879	7105	0	13266	5279	3499	9924	28020	0	24569	31737	7045	36532	1986
Capnocytophaga sp. oral taxon 326	8452	11973	8745	0	0	6679	3644	22602	9028	24006	0	13107	3294	23980	33424	43177	9726	13754	15892	12116	5797	8601	6577	2658	25765	2355	0	18755	1714	7402	29684	7786	14696	20558	7223	9139	4495	8786	2462	56670	3116	17801	0	15059	5549	3390	0	8211	3035	3326	10798	22519	9673	9316	5065	16214	5794	9607	3583	6916	0	23818	2193	8567	4477	16905	1448	22477	3271	11891	0	7712	2484	3496	34402	20203	17059	4140	5379	5316	2072	8749	7167	0	0	2178	5749	9723	2032	0	3864	3724	8180	435	477	2342	3001	1202	0	1501	3265	7419	2062	6137	3532	4098	8127	0	10216	48127	39540	81831	34878	100352	106249	57234	24498	3429	0	0	3952	8467	479	3018	437	4777	1177	907	3822	4892	0	0	31748	0	3869	0	18133	4685	64844	8421	21696	40956	77488	32906	14221	2648	49219	6955	62784	10390	93147	57411	71790	40654	6117	65860	41747	27525	27140	71168	7410	19330	59512	42910	121979	11710
Capnocytophaga sp. oral taxon 329	10395	16791	8252	1274	0	23209	15312	7933	11252	41444	0	60640	2191	14576	6765	30294	5316	5727	12332	12817	9659	13594	3652	2841	5772	0	0	8328	0	8868	18594	8139	23230	30839	9052	5724	5056	17041	1498	35908	10484	24813	0	20837	3362	1372	0	3318	0	2352	13004	13524	33046	5856	2059	19924	22296	4942	8449	1874	0	40023	3929	6990	17612	22980	2484	19624	7233	6898	0	11605	17981	13151	27065	64516	26034	4211	2057	1888	2833	9927	19330	0	0	4869	21679	38416	11457	14914	26797	9750	25752	1165	421	6058	5684	2088	1696	3606	12660	22702	5281	8634	3483	12351	30899	12577	22149	574017	251085	149598	60612	87269	192937	212391	25453	0	14395	0	5463	0	1246	3523	916	4647	1220	1403	5989	0	0	0	7921	0	3250	2478	24524	7610	54816	26958	182296	58349	136576	8948	45275	6565	91602	46074	23533	21258	70004	28927	41716	3987	5601	31355	63763	4193	23574	228552	0	42939	82607	13943	67976	77676
Capnocytophaga sp. oral taxon 332	7910	12263	64854	0	0	22486	3372	5919	7257	122634	0	11703	0	2864	31311	65181	7351	4237	40935	3285	46785	17801	0	886	3713	0	0	31400	0	12106	11029	11374	51554	63823	16963	24330	6859	55089	1013	193586	5951	98782	0	13993	6854	3005	0	4497	0	8002	57133	88090	141891	14543	1936	21966	97717	1850	1472	76769	0	25716	1110	4990	1455	5099	1645	10256	0	15868	0	35564	6360	12591	61120	29016	37374	0	0	0	0	1972	16239	13156	0	5663	24226	23422	6759	22308	6857	0	54008	861	0	17214	6375	3060	1403	3752	25952	5649	3545	8790	0	3985	6398	8164	27014	307382	66053	144973	59196	13841	77926	21569	12714	0	13265	0	1902	0	1598	0	651	1975	0	1631	4780	0	0	0	1053	0	0	0	48798	4887	10348	22462	226904	133486	24350	3654	5958	12312	7731	4563	9135	2565	463130	7549	5689	7168	0	7305	130135	4292	4222	13291	1279	10309	22381	10734	142986	5743
Capnocytophaga sp. oral taxon 336	2066	2615	5947	0	0	3212	2157	4909	5250	4443	0	1440	4098	16237	20982	5335	1447	4785	3063	5820	3653	2087	3039	2718	5316	3345	0	1745	4158	1331	4923	1906	4847	8480	1987	1739	5572	1450	3552	7932	1064	2429	3027	4907	3452	0	2809	2218	5513	1195	5100	5284	1519	3834	11604	6294	1876	14977	11073	2672	0	3473	1998	1185	7368	2170	1614	2736	4686	4961	1768	2158	728	7325	9378	7047	3136	4552	14590	14156	2951	6493	5678	0	0	0	0	2052	1074	0	0	0	1698	0	200	430	0	0	0	0	0	0	396	1383	1384	0	0	0	0	13232	9750	9170	9865	10905	16614	6633	0	0	0	0	715	0	0	0	0	0	0	0	759	0	0	0	11935	0	0	0	0	0	7039	1438	3526	7331	12075	3728	7735	1508	19825	4389	12470	0	21455	5375	4732	7334	0	17146	15105	5959	10180	29936	0	26070	28456	7685	18293	2077
Capnocytophaga sp. oral taxon 338	4391	6127	5384	0	0	4072	2408	3256	2415	14623	0	8525	1131	11065	24460	9607	2220	3480	6797	2617	1513	3589	928	0	2916	0	0	3578	0	1340	1478	1608	2387	7485	2159	3737	2651	2703	0	13042	1306	2961	0	5031	1127	0	0	3012	2460	1066	4272	5120	10391	3685	2606	10997	5157	5289	0	4393	0	10835	0	2248	2542	6056	0	12805	1285	4429	0	4247	832	3127	8469	5529	6149	0	1424	0	0	3048	1352	0	0	1130	2195	8234	2441	0	1873	0	5196	0	0	1169	0	912	0	483	1689	0	725	1351	0	1901	0	0	6162	43479	46135	22218	16278	27984	37071	33527	0	0	0	0	2288	0	426	1872	386	1371	0	0	3007	6716	0	0	6037	0	0	0	11031	0	10515	5398	17885	13136	27306	9756	8092	2771	9323	2806	21712	3654	43377	12542	26055	54173	0	21055	29949	44218	9630	37997	2701	13309	130801	7599	42679	8092
Capnocytophaga sp. oral taxon 380	1344	1691	6625	0	0	3164	2204	4090	5800	5151	0	1564	4372	16093	5526	4511	1352	5235	3145	6191	3903	2244	3212	3019	5041	3765	0	1447	4924	1328	6356	1670	5152	5642	1892	1511	6913	1579	3958	9478	1085	2341	3569	6450	3721	0	3007	2188	6437	1065	5707	7012	1710	3725	12358	6259	2357	8881	13277	1980	0	4496	2813	1502	8413	1966	1606	3288	6872	5223	2072	2056	837	8139	10343	6208	3648	5588	16198	16011	3493	8069	6873	0	0	0	0	2327	986	0	878	0	1746	0	278	415	0	0	0	538	0	0	503	1494	2440	1117	0	0	3854	9552	6551	14032	9163	17477	13413	9231	0	0	0	0	687	0	0	0	0	0	0	0	755	0	0	0	1519	0	0	0	4599	0	9572	1412	3952	7296	8155	5713	9638	1937	23858	5226	14389	0	27024	5821	4604	5087	0	19833	10050	3230	12400	32885	0	24066	41354	8682	26672	2254
Capnocytophaga sp. oral taxon 863	9689	14696	64444	0	0	20926	6480	20465	16827	38439	0	11119	1526	5319	21466	23175	3331	9214	34298	8380	13577	10129	1844	0	7124	0	0	22595	0	2756	2483	7241	24921	34301	10442	16590	5151	39311	0	59470	2899	19627	1797	15526	2524	1502	0	12443	4773	4521	60081	35876	114350	37848	6503	35808	11785	5626	0	8531	3	37930	1640	3944	4362	20206	1300	14272	1812	7776	0	22664	3246	6739	127078	44168	52494	1130	3116	2848	0	4625	3949	0	0	4117	13341	50695	2372	13350	7179	3863	38204	576	0	4632	3559	1860	1350	1247	10882	0	843	4375	0	2904	7975	5763	24536	720553	95764	57477	62700	76744	72893	149433	13974	0	6727	0	1202	0	1923	0	658	3976	1322	1010	2357	0	0	0	3264	0	1766	0	21690	4566	25611	26517	38900	36175	50807	20002	11954	12463	12203	8588	32371	10325	90763	27983	9037	4299	0	40779	142285	5604	10345	51846	4460	30812	103988	17646	56104	8960
Capnocytophaga sp. oral taxon 864	1312	1834	6406	0	0	3167	2326	3949	4841	3911	0	1420	3858	15062	9516	4593	1366	4475	2845	5366	3350	2055	2759	2895	4910	3038	0	1442	4264	1075	4667	1647	4926	5703	1569	1801	6194	1358	3541	7935	1121	2405	3101	4740	3397	0	3126	2253	5526	1050	5128	6626	1275	3514	10992	5517	1878	12561	11405	1775	0	3221	2051	1349	7431	2287	1586	2393	5955	5357	1705	1860	0	6542	8927	6084	2632	4640	13323	12989	3367	6636	5738	0	0	0	0	1731	1157	0	0	0	1244	0	217	314	0	0	0	0	0	0	362	1161	1292	1113	0	0	0	0	0	12026	6438	9497	10542	3949	0	0	0	0	889	0	0	0	0	0	0	0	947	0	0	0	1355	0	0	0	0	0	5837	0	2734	5224	6598	0	7606	1619	17301	3625	8863	0	20734	5448	3958	12593	0	13838	4752	0	10426	25474	0	44294	24689	5939	17377	2161
Capnocytophaga sp. oral taxon 878	4731	6788	2082	0	0	4845	2491	12552	2369	7702	0	7879	0	2529	5512	6405	1897	2217	7216	1222	2831	3552	1079	922	1557	0	0	2191	0	1173	1366	5201	2993	7974	4973	1907	0	5786	0	16732	2815	12127	0	14683	4108	0	0	2102	0	4000	2161	5576	2978	6408	0	13124	1975	3361	0	3725	1	12791	0	3278	0	7807	0	9807	1506	4556	0	11178	17794	1674	7359	8250	20719	0	0	0	0	4575	2663	0	0	1051	4943	24385	1105	0	2004	0	5779	0	0	632	0	376	0	446	1827	0	739	1449	0	1399	0	0	3524	159413	122587	33511	19569	94763	332893	46895	0	0	2083	0	811	0	282	0	0	1674	992	0	1250	0	0	0	1402	0	1539	0	63849	19179	20445	15064	25001	32701	83359	11249	22103	1730	17983	3735	14388	3707	36087	18029	6263	2153	2735	41534	11063	8765	10140	38832	3031	15267	35411	20118	22828	8841
Flavobacterium anhuiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Flavobacterium johnsoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
